idrecibo,fecha_emision,fecha_efecto,idpoliza,situacion,origen,importe_prima,importe_consorcio,importe_comision
441,2021-04-03,2021-04-04,856,CO,AU,59022,31,40
442,2022-03-09,2022-03-10,1017,AN,AU,18182,14,81
443,2021-02-09,2021-02-10,286,AN,MA,91375,8,96
444,2021-09-04,2021-09-05,1185,CO,AU,51923,21,77
445,2020-12-11,2020-12-12,1852,AN,MA,25126,15,24
446,2021-07-28,2021-07-29,1120,AN,MA,890,32,23
447,2021-09-10,2021-09-11,852,CO,AU,95705,15,34
448,2022-01-20,2022-01-21,1012,CO,AU,36409,24,61
449,2021-03-21,2021-03-22,491,AN,MA,36919,25,59
450,2021-06-11,2021-06-12,1247,CO,MA,10946,24,7
451,2022-04-28,2022-04-29,505,AN,MA,42477,1,2
452,2021-12-26,2021-12-27,1779,CO,AU,50129,23,38
453,2021-01-04,2021-01-05,835,CO,MA,66861,4,4
454,2021-12-29,2021-12-30,1296,AN,MA,7394,26,23
455,2021-04-25,2021-04-26,1936,AN,AU,31097,11,15
456,2021-11-08,2021-11-09,809,AN,AU,36227,25,45
457,2021-08-29,2021-08-30,1451,AN,MA,47062,16,63
458,2021-05-24,2021-05-25,1302,AN,AU,45154,17,93
459,2020-10-27,2020-10-28,1547,AN,MA,35414,30,17
460,2020-11-07,2020-11-08,1560,AN,MA,3075,29,90
461,2021-07-24,2021-07-25,523,AN,AU,41607,26,40
462,2020-10-27,2020-10-28,633,AN,MA,67979,9,46
463,2022-03-25,2022-03-26,1833,AN,AU,33879,23,57
464,2021-03-19,2021-03-20,1514,AN,AU,57613,26,38
465,2021-10-12,2021-10-13,1834,AN,AU,87302,34,1
466,2021-06-01,2021-06-02,490,AN,AU,33280,24,75
467,2021-04-06,2021-04-07,1321,CO,MA,61159,31,43
468,2021-12-28,2021-12-29,137,CO,MA,25646,17,50
469,2022-05-14,2022-05-15,1846,CO,AU,72900,24,23
470,2021-04-06,2021-04-07,1717,AN,AU,73142,15,2
471,2021-04-26,2021-04-27,989,CO,MA,13145,32,5
472,2021-10-24,2021-10-25,68,CO,MA,71293,8,18
473,2021-02-18,2021-02-19,1127,AN,AU,75724,12,92
474,2022-06-15,2022-06-16,230,CO,AU,7412,8,8
475,2022-06-08,2022-06-09,1216,AN,MA,51775,18,56
476,2022-04-02,2022-04-03,765,AN,MA,14202,10,91
477,2020-12-05,2020-12-06,789,CO,AU,884,24,8
478,2021-11-10,2021-11-11,1077,CO,MA,3937,3,91
479,2021-02-19,2021-02-20,1742,CO,AU,29783,29,60
480,2022-06-22,2022-06-23,1574,AN,AU,33609,11,17
481,2021-12-23,2021-12-24,1156,AN,AU,16091,28,1
482,2022-06-29,2022-06-30,277,CO,MA,25435,25,80
483,2022-01-20,2022-01-21,637,AN,MA,84761,16,33
484,2021-09-17,2021-09-18,1865,CO,AU,97832,29,47
485,2022-04-09,2022-04-10,641,AN,AU,83442,15,48
486,2021-12-01,2021-12-02,1496,AN,AU,29211,10,28
487,2021-11-24,2021-11-25,1568,AN,AU,14370,14,87
488,2021-03-19,2021-03-20,1648,AN,AU,88370,8,88
489,2021-05-14,2021-05-15,652,AN,MA,55163,24,32
490,2020-10-11,2020-10-12,340,AN,MA,71377,14,13
491,2021-05-05,2021-05-06,1829,CO,MA,36419,29,87
492,2020-12-27,2020-12-28,1854,CO,AU,84032,31,30
493,2022-05-12,2022-05-13,1953,AN,AU,58848,1,22
494,2020-10-29,2020-10-30,1438,AN,MA,73060,13,22
495,2022-03-29,2022-03-30,780,CO,AU,12754,17,36
496,2020-11-26,2020-11-27,1797,CO,AU,9155,29,17
497,2020-11-12,2020-11-13,171,AN,AU,84164,15,84
498,2021-02-02,2021-02-03,48,AN,AU,85598,30,72
499,2021-09-10,2021-09-11,272,CO,MA,95659,14,44
500,2021-02-15,2021-02-16,560,CO,MA,79727,2,68
501,2022-04-28,2022-04-29,1568,AN,AU,49090,2,17
502,2020-12-05,2020-12-06,1692,AN,AU,51054,8,58
503,2022-03-12,2022-03-13,1534,AN,MA,85738,19,50
504,2021-07-13,2021-07-14,1526,AN,MA,53780,23,19
505,2021-09-26,2021-09-27,1341,AN,MA,77632,26,48
506,2022-06-08,2022-06-09,858,AN,MA,88447,25,54
507,2021-11-13,2021-11-14,1938,AN,AU,27144,6,14
508,2022-06-04,2022-06-05,80,CO,MA,410,2,38
509,2021-06-30,2021-07-01,137,CO,AU,3385,15,18
510,2022-06-07,2022-06-08,759,CO,AU,21096,23,47
511,2021-08-10,2021-08-11,702,AN,AU,5971,19,82
512,2021-08-16,2021-08-17,1966,AN,MA,91096,16,80
513,2021-09-06,2021-09-07,1653,CO,MA,28057,31,22
514,2022-06-06,2022-06-07,526,AN,MA,43068,20,97
515,2020-12-14,2020-12-15,442,AN,MA,22422,14,59
516,2021-03-29,2021-03-30,649,CO,AU,36872,24,50
517,2022-01-12,2022-01-13,1672,AN,AU,70630,24,44
518,2021-08-16,2021-08-17,1075,AN,AU,7030,8,38
519,2020-12-11,2020-12-12,120,AN,AU,3976,27,8
520,2021-02-15,2021-02-16,1539,AN,MA,6390,26,89
521,2021-03-31,2021-04-01,1585,AN,MA,63367,22,75
522,2021-11-21,2021-11-22,220,AN,AU,58663,2,47
523,2022-02-11,2022-02-12,1383,CO,AU,51909,11,96
524,2022-05-08,2022-05-09,646,AN,AU,55361,10,17
525,2021-02-04,2021-02-05,1692,CO,MA,20040,29,60
526,2021-05-27,2021-05-28,387,CO,MA,99887,22,11
527,2020-11-14,2020-11-15,1282,CO,MA,37663,21,11
528,2021-04-14,2021-04-15,576,AN,MA,48164,23,28
529,2020-11-29,2020-11-30,1273,AN,MA,31746,18,52
530,2021-04-26,2021-04-27,169,CO,MA,83138,34,36
531,2021-10-05,2021-10-06,1445,CO,AU,91599,32,97
532,2021-07-01,2021-07-02,663,AN,AU,63006,33,33
533,2022-07-03,2022-07-04,79,AN,AU,18541,26,95
534,2021-02-26,2021-02-27,2,AN,AU,90364,7,97
535,2022-04-11,2022-04-12,1917,AN,MA,81880,8,85
536,2022-04-09,2022-04-10,1399,CO,MA,16855,32,17
537,2020-10-30,2020-10-31,1756,AN,MA,14881,8,7
538,2022-01-05,2022-01-06,964,CO,AU,14912,19,98
539,2020-12-17,2020-12-18,930,AN,MA,57594,24,33
540,2022-01-04,2022-01-05,654,AN,AU,9414,12,15
541,2022-03-04,2022-03-05,1551,CO,AU,25304,34,2
542,2021-04-23,2021-04-24,867,AN,AU,98648,25,59
543,2020-12-18,2020-12-19,1083,CO,MA,33981,19,16
544,2021-01-19,2021-01-20,1189,CO,MA,41354,1,96
545,2022-02-18,2022-02-19,1318,CO,AU,38712,5,6
546,2021-01-03,2021-01-04,1532,AN,MA,74792,28,96
547,2021-05-07,2021-05-08,1416,AN,AU,40625,18,53
548,2021-04-26,2021-04-27,846,AN,AU,88889,28,42
549,2021-11-01,2021-11-02,932,AN,MA,99752,11,82
550,2022-01-19,2022-01-20,751,CO,MA,35974,30,94
551,2021-03-26,2021-03-27,830,AN,MA,76817,23,57
552,2021-10-06,2021-10-07,537,CO,AU,83863,9,78
553,2022-01-27,2022-01-28,1534,AN,AU,8456,25,42
554,2022-03-18,2022-03-19,1259,CO,MA,65482,25,44
555,2021-05-31,2021-06-01,1694,AN,AU,51377,21,5
556,2022-06-12,2022-06-13,1939,AN,MA,91645,29,1
557,2021-03-17,2021-03-18,1606,AN,MA,95749,18,66
558,2022-01-18,2022-01-19,1536,AN,MA,67585,10,34
559,2022-01-05,2022-01-06,996,AN,AU,3352,1,57
560,2021-02-06,2021-02-07,1027,AN,AU,83411,9,45
561,2021-10-17,2021-10-18,1888,AN,MA,60142,23,9
562,2021-03-15,2021-03-16,913,AN,AU,32505,23,63
563,2022-05-17,2022-05-18,302,CO,MA,99135,5,14
564,2021-11-29,2021-11-30,1643,CO,MA,78838,33,9
565,2022-01-23,2022-01-24,1832,AN,AU,6370,30,85
566,2022-06-16,2022-06-17,1817,CO,AU,33649,8,29
567,2021-06-04,2021-06-05,1860,AN,MA,85478,11,71
568,2021-04-22,2021-04-23,1031,CO,AU,92652,17,67
569,2020-10-15,2020-10-16,549,AN,AU,94486,14,84
570,2021-04-07,2021-04-08,781,CO,MA,97157,15,94
571,2021-03-01,2021-03-02,74,AN,AU,90813,4,57
572,2021-12-17,2021-12-18,1940,CO,MA,4600,6,43
573,2020-12-15,2020-12-16,434,AN,AU,53224,23,12
574,2021-11-12,2021-11-13,35,CO,AU,21991,19,93
575,2021-02-27,2021-02-28,1331,CO,AU,52494,9,64
576,2021-05-07,2021-05-08,1247,AN,MA,31152,7,22
577,2022-05-30,2022-05-31,19,CO,AU,51110,25,71
578,2022-05-14,2022-05-15,405,CO,AU,86842,34,13
579,2021-02-04,2021-02-05,1707,CO,AU,42212,9,7
580,2020-12-19,2020-12-20,545,CO,AU,84978,11,56
581,2021-09-02,2021-09-03,529,AN,AU,38272,2,81
582,2022-06-15,2022-06-16,235,AN,AU,10659,4,34
583,2021-05-20,2021-05-21,831,CO,MA,95617,20,52
584,2021-06-20,2021-06-21,161,CO,MA,81236,3,59
585,2020-10-25,2020-10-26,1304,CO,MA,93394,15,56
586,2021-01-27,2021-01-28,1157,AN,MA,65995,30,92
587,2022-03-27,2022-03-28,1209,AN,MA,48358,6,93
588,2021-02-21,2021-02-22,423,AN,AU,78782,4,98
589,2021-05-05,2021-05-06,779,AN,AU,80692,1,12
590,2021-09-18,2021-09-19,525,AN,MA,53850,27,42
591,2021-05-29,2021-05-30,984,AN,AU,39484,14,67
592,2022-02-27,2022-02-28,634,AN,AU,57910,18,51
593,2021-04-23,2021-04-24,1014,AN,MA,82746,8,2
594,2020-12-16,2020-12-17,73,CO,MA,32006,32,73
595,2021-06-06,2021-06-07,914,AN,AU,2737,28,78
596,2022-02-13,2022-02-14,721,CO,AU,90974,1,56
597,2021-11-04,2021-11-05,1979,CO,MA,58780,26,46
598,2022-03-07,2022-03-08,211,CO,MA,48117,14,92
599,2021-01-04,2021-01-05,168,CO,MA,48206,16,86
600,2020-10-28,2020-10-29,221,CO,MA,95248,26,55
601,2022-03-10,2022-03-11,202,CO,MA,65815,12,28
602,2020-11-08,2020-11-09,1400,CO,MA,6526,5,11
603,2020-12-16,2020-12-17,1568,AN,MA,82234,33,72
604,2021-12-23,2021-12-24,779,AN,MA,47514,12,43
605,2020-11-07,2020-11-08,1186,CO,MA,74613,27,81
606,2021-03-10,2021-03-11,1292,CO,AU,12464,6,7
607,2020-11-16,2020-11-17,229,AN,MA,35859,34,83
608,2020-10-18,2020-10-19,1966,AN,AU,43445,29,87
609,2022-06-17,2022-06-18,1502,AN,AU,59232,32,19
610,2021-06-13,2021-06-14,1344,AN,AU,23240,34,62
611,2021-05-14,2021-05-15,976,AN,AU,2875,27,92
612,2022-06-19,2022-06-20,821,CO,MA,36361,33,85
613,2021-08-03,2021-08-04,1449,CO,MA,15856,31,36
614,2021-01-24,2021-01-25,286,CO,AU,8681,12,83
615,2021-03-02,2021-03-03,1187,AN,MA,41557,11,97
616,2021-07-05,2021-07-06,328,CO,AU,38126,20,91
617,2021-10-27,2021-10-28,1457,CO,MA,18116,17,74
618,2022-05-01,2022-05-02,713,CO,AU,6818,9,64
619,2021-03-16,2021-03-17,1452,CO,MA,27249,12,34
620,2020-10-12,2020-10-13,285,CO,MA,57913,14,35
621,2021-10-18,2021-10-19,787,AN,AU,99624,34,25
622,2021-08-04,2021-08-05,799,AN,MA,17210,7,17
623,2022-02-01,2022-02-02,21,CO,AU,4392,18,3
624,2021-04-16,2021-04-17,1189,CO,MA,75160,23,23
625,2021-02-13,2021-02-14,855,CO,AU,57257,26,15
626,2021-07-31,2021-08-01,962,AN,MA,19516,24,89
627,2021-09-17,2021-09-18,343,AN,MA,17477,16,14
628,2021-02-08,2021-02-09,87,AN,MA,50104,19,4
629,2022-02-24,2022-02-25,635,AN,MA,50900,27,84
630,2021-03-24,2021-03-25,1945,AN,MA,49628,20,47
631,2022-03-31,2022-04-01,1522,AN,AU,68627,18,80
632,2020-10-16,2020-10-17,812,AN,MA,2042,34,44
633,2022-05-20,2022-05-21,126,AN,MA,62190,23,41
634,2021-04-03,2021-04-04,957,CO,AU,55971,16,75
635,2020-11-21,2020-11-22,422,CO,AU,52115,34,12
636,2021-05-19,2021-05-20,1487,AN,AU,81545,7,66
637,2021-11-02,2021-11-03,1432,CO,MA,3441,14,69
638,2022-01-27,2022-01-28,1144,AN,AU,83370,14,98
639,2021-06-07,2021-06-08,1627,CO,AU,35505,29,25
640,2022-04-12,2022-04-13,1190,CO,MA,71608,17,25
641,2022-04-20,2022-04-21,929,AN,MA,11019,13,1
642,2021-04-18,2021-04-19,1844,CO,AU,29288,27,65
643,2022-04-11,2022-04-12,500,CO,MA,78356,15,14
644,2021-10-04,2021-10-05,1494,AN,MA,17639,2,88
645,2022-01-05,2022-01-06,100,CO,MA,25663,32,24
646,2020-12-21,2020-12-22,1059,CO,AU,63706,14,20
647,2021-09-27,2021-09-28,985,AN,AU,57009,13,11
648,2021-01-11,2021-01-12,1818,CO,MA,17398,17,58
649,2022-03-06,2022-03-07,1160,CO,MA,64541,33,45
650,2021-07-19,2021-07-20,386,CO,MA,15869,15,98
651,2021-09-08,2021-09-09,906,CO,AU,30586,18,68
652,2021-03-30,2021-03-31,252,CO,MA,74681,13,50
653,2021-11-09,2021-11-10,1022,AN,MA,59578,7,8
654,2022-02-14,2022-02-15,386,CO,AU,52982,16,55
655,2022-05-11,2022-05-12,251,CO,MA,15761,19,67
656,2021-07-26,2021-07-27,1518,CO,MA,68776,26,25
657,2022-01-27,2022-01-28,201,AN,MA,64538,16,15
658,2021-08-14,2021-08-15,1721,AN,MA,91981,17,16
659,2022-01-04,2022-01-05,1712,CO,MA,55415,33,4
660,2022-01-01,2022-01-02,973,AN,MA,59433,9,22
661,2020-12-06,2020-12-07,68,CO,AU,888,25,68
662,2021-06-10,2021-06-11,1426,AN,MA,10793,7,68
663,2020-10-11,2020-10-12,236,AN,AU,11586,30,36
664,2022-03-11,2022-03-12,1927,CO,AU,52194,21,91
665,2022-04-21,2022-04-22,1546,CO,AU,97629,14,28
666,2022-02-13,2022-02-14,1193,AN,MA,49545,20,23
667,2020-11-19,2020-11-20,291,AN,MA,61097,27,22
668,2021-05-07,2021-05-08,606,AN,MA,79431,32,62
669,2021-02-06,2021-02-07,1737,AN,AU,87162,7,92
670,2021-02-08,2021-02-09,479,AN,AU,14146,9,8
671,2022-03-24,2022-03-25,857,AN,MA,79512,21,97
672,2021-04-26,2021-04-27,1991,AN,MA,6141,20,49
673,2021-11-23,2021-11-24,1069,AN,AU,93850,15,98
674,2021-05-27,2021-05-28,1493,CO,AU,97613,30,58
675,2022-01-06,2022-01-07,353,AN,AU,2227,31,82
676,2021-05-28,2021-05-29,373,AN,AU,65924,16,22
677,2022-01-30,2022-01-31,404,CO,MA,42337,33,74
678,2021-10-25,2021-10-26,120,CO,AU,61973,22,28
679,2022-03-12,2022-03-13,770,CO,AU,73662,8,99
680,2022-05-15,2022-05-16,1641,CO,AU,43737,27,60
681,2022-03-28,2022-03-29,1454,CO,MA,79186,15,82
682,2022-06-02,2022-06-03,222,AN,MA,97363,14,14
683,2021-05-04,2021-05-05,437,AN,MA,33945,25,35
684,2022-06-12,2022-06-13,1555,CO,MA,28584,1,90
685,2021-01-30,2021-01-31,252,CO,MA,11634,9,65
686,2022-03-15,2022-03-16,1570,AN,AU,50089,7,79
687,2022-04-25,2022-04-26,1651,CO,MA,58580,15,43
688,2021-02-12,2021-02-13,1427,AN,MA,16763,10,9
689,2022-02-19,2022-02-20,1474,AN,AU,46116,18,67
690,2020-11-09,2020-11-10,815,AN,MA,79585,22,90
691,2021-09-10,2021-09-11,1536,AN,MA,61283,34,21
692,2022-02-07,2022-02-08,1685,CO,MA,66900,4,25
693,2020-10-31,2020-11-01,337,AN,MA,31539,8,6
694,2021-04-11,2021-04-12,1658,AN,MA,71875,6,79
695,2021-09-05,2021-09-06,1640,AN,AU,24095,3,38
696,2021-02-26,2021-02-27,1610,AN,AU,69119,26,42
697,2020-10-25,2020-10-26,816,CO,AU,73108,25,11
698,2021-02-09,2021-02-10,1294,CO,MA,12919,7,88
699,2021-09-27,2021-09-28,1551,CO,AU,26094,13,97
700,2020-12-09,2020-12-10,882,AN,AU,16944,27,92
701,2021-02-01,2021-02-02,881,CO,MA,64940,18,40
702,2021-06-15,2021-06-16,1150,CO,MA,50200,26,71
703,2021-04-21,2021-04-22,366,AN,MA,27963,3,90
704,2021-09-21,2021-09-22,1453,CO,AU,50942,12,66
705,2020-12-03,2020-12-04,588,CO,AU,76655,8,3
706,2021-06-23,2021-06-24,1196,AN,MA,60688,27,43
707,2022-06-20,2022-06-21,414,CO,AU,212,16,58
708,2020-12-25,2020-12-26,1910,AN,MA,22137,22,8
709,2021-07-19,2021-07-20,992,AN,AU,93124,4,19
710,2021-06-09,2021-06-10,407,CO,AU,10980,5,81
711,2021-12-25,2021-12-26,1070,AN,AU,12845,31,76
712,2022-05-27,2022-05-28,889,AN,MA,89788,13,85
713,2022-02-25,2022-02-26,1442,CO,MA,42645,26,21
714,2021-11-16,2021-11-17,113,CO,AU,5588,28,70
715,2022-06-08,2022-06-09,1879,AN,AU,2365,18,45
716,2022-07-01,2022-07-02,1840,CO,AU,4106,5,81
717,2022-02-06,2022-02-07,1218,CO,AU,74388,33,80
718,2022-04-15,2022-04-16,103,AN,MA,5229,24,56
719,2021-01-27,2021-01-28,1325,CO,AU,51908,19,16
720,2022-02-25,2022-02-26,1143,CO,MA,66462,29,20
721,2022-03-28,2022-03-29,1427,AN,MA,85907,5,53
722,2022-07-01,2022-07-02,1608,CO,AU,75606,5,42
723,2021-02-18,2021-02-19,1599,CO,MA,74316,13,72
724,2021-11-29,2021-11-30,1518,CO,MA,26096,26,46
725,2020-12-06,2020-12-07,1227,CO,MA,12572,31,84
726,2021-11-03,2021-11-04,128,AN,AU,86034,13,94
727,2021-06-17,2021-06-18,1710,AN,AU,14189,25,39
728,2022-01-12,2022-01-13,997,CO,MA,98496,10,96
729,2021-07-27,2021-07-28,327,CO,MA,61458,3,66
730,2021-07-28,2021-07-29,1562,CO,MA,67094,15,31
731,2022-06-19,2022-06-20,357,AN,AU,7826,22,65
732,2020-10-31,2020-11-01,1375,AN,AU,40569,25,48
733,2020-12-25,2020-12-26,1396,AN,AU,98127,19,64
734,2020-10-25,2020-10-26,1569,AN,AU,61687,10,76
735,2021-12-19,2021-12-20,1311,CO,MA,33136,21,3
736,2022-04-16,2022-04-17,509,CO,MA,58811,24,49
737,2022-05-30,2022-05-31,1718,AN,MA,62789,3,79
738,2021-08-10,2021-08-11,115,AN,AU,8078,14,30
739,2021-10-08,2021-10-09,42,CO,MA,25052,31,54
740,2021-04-24,2021-04-25,1952,CO,MA,27572,17,32
741,2022-05-27,2022-05-28,784,AN,AU,12178,27,91
742,2021-03-06,2021-03-07,1489,CO,MA,94082,16,37
743,2022-02-25,2022-02-26,374,AN,MA,90457,19,32
744,2022-02-10,2022-02-11,482,CO,AU,38819,33,52
745,2021-09-04,2021-09-05,1923,AN,MA,8018,21,69
746,2021-07-08,2021-07-09,889,AN,MA,55174,7,88
747,2021-05-18,2021-05-19,1419,AN,AU,55990,6,10
748,2022-03-29,2022-03-30,1654,AN,AU,75504,18,5
749,2021-07-23,2021-07-24,677,AN,MA,97257,15,42
750,2021-09-22,2021-09-23,659,AN,MA,30985,17,47
751,2021-08-20,2021-08-21,236,AN,MA,54522,19,66
752,2020-11-17,2020-11-18,560,AN,AU,55606,17,98
753,2021-02-02,2021-02-03,602,CO,MA,39861,4,7
754,2021-07-20,2021-07-21,168,CO,MA,25649,8,71
755,2020-12-16,2020-12-17,1185,CO,MA,31833,16,68
756,2020-10-31,2020-11-01,891,CO,MA,32410,11,23
757,2022-04-10,2022-04-11,1150,AN,MA,11843,11,93
758,2020-10-24,2020-10-25,1635,CO,MA,25442,25,14
759,2021-07-04,2021-07-05,272,AN,AU,28235,12,9
760,2021-03-08,2021-03-09,1056,AN,AU,24181,13,2
761,2021-12-15,2021-12-16,1971,AN,AU,13304,25,60
762,2020-10-22,2020-10-23,1014,AN,AU,45645,4,14
763,2022-04-13,2022-04-14,443,AN,AU,93099,11,73
764,2021-12-23,2021-12-24,1889,AN,AU,62889,15,41
765,2021-09-28,2021-09-29,1419,CO,AU,44712,22,92
766,2020-11-17,2020-11-18,1596,AN,MA,43817,29,7
767,2021-07-22,2021-07-23,170,AN,AU,57399,14,15
768,2021-09-26,2021-09-27,933,AN,MA,58928,14,76
769,2021-03-01,2021-03-02,1612,AN,AU,82284,22,33
770,2021-11-08,2021-11-09,629,CO,MA,44923,16,17
771,2020-12-25,2020-12-26,993,AN,MA,76375,23,80
772,2020-11-18,2020-11-19,587,AN,MA,61209,33,80
773,2020-12-01,2020-12-02,335,CO,MA,81876,4,56
774,2022-07-01,2022-07-02,1423,AN,MA,40055,18,40
775,2021-07-14,2021-07-15,242,AN,AU,67361,19,24
776,2020-11-20,2020-11-21,928,AN,AU,62840,17,24
777,2021-05-30,2021-05-31,1882,CO,MA,47990,3,50
778,2021-08-25,2021-08-26,659,AN,AU,30260,7,63
779,2020-11-30,2020-12-01,1594,AN,AU,62381,4,58
780,2022-05-28,2022-05-29,1855,AN,MA,17688,28,39
781,2021-09-26,2021-09-27,461,CO,MA,21826,8,31
782,2021-01-20,2021-01-21,46,CO,MA,62626,15,2
783,2021-09-18,2021-09-19,1817,AN,MA,8695,4,80
784,2022-02-12,2022-02-13,621,CO,MA,83780,16,76
785,2021-09-12,2021-09-13,1566,CO,AU,3279,25,53
786,2021-04-21,2021-04-22,486,CO,AU,66855,2,93
787,2022-06-21,2022-06-22,293,AN,MA,44049,1,2
788,2022-05-18,2022-05-19,1913,AN,MA,30755,20,99
789,2021-04-15,2021-04-16,953,CO,MA,2643,21,45
790,2022-06-18,2022-06-19,1619,CO,AU,96222,4,18
791,2022-07-04,2022-07-05,722,AN,MA,84258,20,44
792,2022-05-09,2022-05-10,1134,AN,AU,90334,27,58
793,2020-11-04,2020-11-05,140,AN,AU,64735,2,47
794,2021-09-04,2021-09-05,1706,CO,AU,66790,10,51
795,2021-10-24,2021-10-25,1130,CO,MA,9800,19,86
796,2021-08-18,2021-08-19,1354,CO,AU,28944,1,33
797,2022-03-08,2022-03-09,426,CO,AU,71877,15,74
798,2022-05-06,2022-05-07,1038,CO,AU,35596,31,96
799,2021-03-27,2021-03-28,1728,CO,MA,35294,19,80
800,2021-03-21,2021-03-22,801,CO,AU,87536,32,44
801,2021-01-13,2021-01-14,1418,AN,MA,90984,1,85
802,2021-10-13,2021-10-14,104,AN,AU,45192,14,15
803,2021-09-08,2021-09-09,1563,CO,MA,21831,20,73
804,2021-07-08,2021-07-09,515,CO,AU,79851,4,61
805,2022-03-05,2022-03-06,604,AN,AU,47753,7,73
806,2022-06-05,2022-06-06,598,AN,AU,53656,26,35
807,2020-12-02,2020-12-03,1824,CO,MA,17388,7,47
808,2022-03-29,2022-03-30,1332,CO,MA,73202,2,12
809,2021-07-19,2021-07-20,623,AN,MA,86668,33,5
810,2020-12-05,2020-12-06,865,CO,AU,64174,17,25
811,2020-11-24,2020-11-25,60,CO,AU,52200,17,58
812,2020-12-26,2020-12-27,783,AN,AU,92761,23,95
813,2021-08-19,2021-08-20,1531,CO,MA,9327,6,55
814,2021-11-26,2021-11-27,1706,AN,MA,66810,10,89
815,2022-02-28,2022-03-01,1405,CO,MA,81497,28,28
816,2022-05-18,2022-05-19,839,CO,AU,79724,18,32
817,2021-07-26,2021-07-27,873,CO,AU,66152,1,30
818,2021-02-22,2021-02-23,1983,AN,MA,36424,32,14
819,2020-11-10,2020-11-11,1949,AN,AU,86259,7,91
820,2022-02-12,2022-02-13,1747,CO,AU,65623,10,32
821,2020-10-14,2020-10-15,763,AN,AU,7300,7,41
822,2020-11-28,2020-11-29,31,CO,MA,32186,34,22
823,2021-11-02,2021-11-03,1919,CO,MA,45911,10,78
824,2022-04-13,2022-04-14,416,CO,AU,78938,8,1
825,2021-12-30,2021-12-31,1329,AN,MA,96672,24,95
826,2020-10-24,2020-10-25,930,AN,AU,47485,13,14
827,2021-06-27,2021-06-28,1174,CO,AU,68524,28,25
828,2022-07-01,2022-07-02,917,CO,AU,66137,30,70
829,2020-11-18,2020-11-19,957,CO,AU,62635,28,76
830,2021-04-06,2021-04-07,367,CO,MA,26303,10,8
831,2021-06-09,2021-06-10,1410,CO,MA,41122,29,44
832,2021-03-30,2021-03-31,1690,CO,MA,6784,18,63
833,2020-11-02,2020-11-03,1832,AN,MA,8693,2,28
834,2022-03-03,2022-03-04,1047,AN,AU,64588,31,50
835,2020-11-08,2020-11-09,190,AN,AU,95886,32,61
836,2021-09-17,2021-09-18,1166,AN,MA,34324,30,83
837,2021-01-15,2021-01-16,345,AN,AU,48693,31,91
838,2022-04-04,2022-04-05,1727,AN,MA,13328,20,41
839,2021-03-31,2021-04-01,1618,CO,AU,85149,9,60
840,2020-12-28,2020-12-29,1824,CO,AU,25280,34,82
841,2021-12-25,2021-12-26,1740,CO,AU,88954,18,2
842,2022-01-23,2022-01-24,1784,AN,MA,65496,6,45
843,2022-01-13,2022-01-14,45,CO,MA,78586,16,61
844,2022-02-10,2022-02-11,683,AN,MA,34652,3,83
845,2021-12-17,2021-12-18,1543,AN,MA,20409,1,75
846,2021-12-12,2021-12-13,1074,CO,AU,19437,22,47
847,2021-11-02,2021-11-03,1399,AN,MA,91134,30,99
848,2022-05-21,2022-05-22,425,CO,MA,56872,21,23
849,2022-06-20,2022-06-21,476,AN,MA,88749,31,68
850,2021-05-10,2021-05-11,1761,CO,AU,50423,19,86
851,2021-02-06,2021-02-07,1907,CO,MA,68210,9,33
852,2022-01-10,2022-01-11,1098,CO,AU,52026,31,13
853,2021-09-24,2021-09-25,1715,AN,MA,86449,16,71
854,2021-08-05,2021-08-06,215,CO,MA,67209,10,44
855,2022-02-11,2022-02-12,937,CO,AU,76073,10,54
856,2022-04-20,2022-04-21,1019,AN,AU,27331,16,98
857,2022-01-01,2022-01-02,1140,AN,MA,24623,31,37
858,2021-07-06,2021-07-07,1793,CO,MA,6712,2,81
859,2021-12-13,2021-12-14,1096,CO,AU,13207,29,7
860,2020-10-14,2020-10-15,707,CO,MA,50972,28,46
861,2021-04-22,2021-04-23,773,CO,AU,7982,16,16
862,2022-06-03,2022-06-04,710,CO,AU,6307,12,8
863,2022-05-25,2022-05-26,1038,CO,AU,96162,22,82
864,2021-06-24,2021-06-25,853,CO,AU,71038,29,26
865,2021-12-14,2021-12-15,1268,CO,MA,60646,3,79
866,2021-07-28,2021-07-29,356,CO,MA,34331,23,23
867,2021-04-01,2021-04-02,564,AN,AU,99322,8,59
868,2021-10-18,2021-10-19,403,CO,MA,53952,10,53
869,2022-04-30,2022-05-01,372,CO,AU,19924,7,10
870,2021-02-16,2021-02-17,1757,AN,MA,17226,4,93
871,2021-04-24,2021-04-25,1355,AN,AU,76174,8,99
872,2021-12-13,2021-12-14,1635,AN,MA,41758,9,6
873,2021-09-20,2021-09-21,1285,CO,MA,33767,18,62
874,2021-02-25,2021-02-26,1533,CO,MA,98654,23,71
875,2021-09-17,2021-09-18,785,CO,MA,66386,4,94
876,2021-03-30,2021-03-31,343,AN,AU,90915,4,54
877,2022-05-30,2022-05-31,1352,CO,MA,40547,10,35
878,2021-12-17,2021-12-18,1973,AN,MA,75205,1,22
879,2021-10-15,2021-10-16,152,AN,MA,15073,28,45
880,2021-12-10,2021-12-11,320,AN,MA,65305,34,90
881,2021-08-13,2021-08-14,883,CO,MA,22195,7,76
882,2021-11-17,2021-11-18,1772,CO,MA,46429,9,88
