idpago,idsiniestro,estado,fecha_pago,importe_pago,tipo_pago
707,3056,CO,2021-06-01,58923,E
708,3241,CO,2022-01-16,8985,T
709,2554,AN,9999-12-31,98583,E
710,3571,CO,2020-12-25,41424,E
711,1835,CO,2022-07-03,56760,T
712,110,AN,9999-12-31,13262,T
713,2848,AN,9999-12-31,60179,E
714,1395,CO,2021-06-26,57072,T
715,760,AN,9999-12-31,20498,E
716,680,AN,9999-12-31,29724,T
717,2634,CO,2021-09-06,28764,T
718,424,AN,9999-12-31,82247,E
719,2093,AN,9999-12-31,53872,E
720,2109,CO,2022-01-27,17098,E
721,2916,AN,9999-12-31,1014,T
722,283,CO,2021-09-29,5846,T
723,2218,CO,2021-04-08,82165,E
724,2789,AN,9999-12-31,30041,E
725,979,AN,9999-12-31,67325,T
726,2152,AN,9999-12-31,38110,E
727,758,CO,2022-06-13,83688,E
728,2928,CO,2021-02-26,75712,E
729,1742,AN,9999-12-31,60451,E
730,2682,AN,9999-12-31,51457,T
731,128,CO,2021-10-27,99234,E
732,1929,AN,9999-12-31,38251,T
733,400,CO,2021-10-12,10804,E
734,1031,CO,2021-10-23,8174,E
735,3292,AN,9999-12-31,14479,E
736,1895,CO,2021-01-10,38550,E
737,2073,AN,9999-12-31,85531,T
738,1177,AN,9999-12-31,57945,T
739,966,AN,9999-12-31,11961,T
740,2064,AN,9999-12-31,70843,T
741,1990,CO,2020-12-13,43172,E
742,3639,CO,2022-06-30,65166,E
743,806,AN,9999-12-31,8677,E
744,2669,CO,2021-12-29,18164,E
745,3356,CO,2021-06-07,70240,E
746,642,CO,2021-08-14,50863,T
747,1360,AN,9999-12-31,45432,E
748,2200,CO,2020-11-05,73572,E
749,3024,CO,2020-11-05,46777,E
750,999,CO,2021-02-25,83069,T
751,959,CO,2021-08-13,53786,T
752,3117,AN,9999-12-31,73709,T
753,1899,AN,9999-12-31,34600,E
754,55,CO,2021-09-08,11055,E
755,2029,AN,9999-12-31,14873,T
756,2288,CO,2021-03-29,19988,E
757,3609,CO,2021-06-06,98856,E
758,1519,CO,2021-08-01,78686,T
759,2234,CO,2020-10-23,43065,E
760,3320,CO,2021-09-20,96930,T
761,1378,CO,2022-01-10,95193,E
762,1555,CO,2020-12-23,16423,E
763,3428,AN,9999-12-31,66174,T
764,2608,CO,2021-01-11,21324,E
765,3382,CO,2021-12-05,61654,T
766,1627,AN,9999-12-31,41334,E
767,2076,AN,9999-12-31,94473,E
768,1584,CO,2022-06-13,96284,T
769,2018,CO,2021-09-08,1421,T
770,1318,AN,9999-12-31,12716,T
771,3746,CO,2021-08-01,24611,E
772,2401,AN,9999-12-31,69626,E
773,2536,CO,2020-12-02,7065,E
774,84,CO,2022-02-10,13540,E
775,3870,AN,9999-12-31,58960,E
776,885,AN,9999-12-31,99258,T
777,492,CO,2021-06-30,56145,E
778,3549,CO,2021-09-10,22263,E
779,382,AN,9999-12-31,11760,E
780,972,CO,2020-10-22,63789,E
781,2789,CO,2022-06-22,3505,E
782,361,CO,2021-07-30,56328,E
783,1038,CO,2021-04-28,25005,E
784,3692,AN,9999-12-31,59637,T
785,2985,CO,2021-03-20,26623,T
786,213,AN,9999-12-31,47059,T
787,3947,AN,9999-12-31,2185,T
788,3389,AN,9999-12-31,44497,T
789,2505,CO,2021-01-28,1611,E
790,3591,CO,2021-12-27,13908,E
791,756,AN,9999-12-31,79000,T
792,3021,CO,2021-02-23,32994,T
793,1002,CO,2021-11-25,3166,T
794,3922,CO,2021-08-04,26713,E
795,865,CO,2021-02-15,86907,T
796,3990,CO,2022-03-19,77756,T
797,1770,CO,2021-08-22,66460,T
798,1820,AN,9999-12-31,92986,E
799,3771,CO,2021-07-15,69892,E
800,637,AN,9999-12-31,3870,T
801,76,AN,9999-12-31,47591,E
802,2723,AN,9999-12-31,54319,E
803,219,CO,2022-05-13,16005,E
804,1461,CO,2022-01-12,66027,E
805,3030,AN,9999-12-31,24264,T
806,2936,CO,2021-06-02,7785,T
807,2285,CO,2020-10-20,52141,T
808,924,CO,2021-08-20,2420,T
809,3725,AN,9999-12-31,33615,E
810,2979,CO,2020-12-14,1909,T
811,322,CO,2020-10-14,68346,T
812,3756,CO,2021-04-27,75671,T
813,1685,CO,2022-04-06,7123,E
814,1293,CO,2022-02-08,66115,T
815,760,CO,2021-01-29,59966,T
816,3062,AN,9999-12-31,3588,E
817,929,AN,9999-12-31,56771,E
818,3396,CO,2022-06-07,20703,E
819,385,AN,9999-12-31,77475,T
820,3474,CO,2020-11-19,3608,E
821,3192,AN,9999-12-31,14302,E
822,3866,AN,9999-12-31,2252,E
823,3605,AN,9999-12-31,63659,T
824,1852,CO,2022-04-12,1079,T
825,2273,CO,2021-03-10,22389,T
826,474,CO,2021-03-13,64420,T
827,1162,AN,9999-12-31,83639,T
828,2473,AN,9999-12-31,91571,T
829,3452,CO,2021-12-20,94130,T
830,2632,AN,9999-12-31,56401,T
831,1609,AN,9999-12-31,30836,T
832,3734,CO,2021-01-08,55489,T
833,2347,AN,9999-12-31,26398,E
834,545,CO,2021-01-12,44367,E
835,2268,AN,9999-12-31,91437,T
836,928,CO,2021-04-23,47874,E
837,2399,AN,9999-12-31,73609,T
838,637,AN,9999-12-31,8622,T
839,1310,AN,9999-12-31,51099,E
840,3726,CO,2021-12-11,88138,T
841,3501,CO,2020-10-22,75974,E
842,1195,AN,9999-12-31,15905,T
843,3681,AN,9999-12-31,79862,T
844,1121,CO,2022-02-09,76071,T
845,3518,AN,9999-12-31,13247,T
846,1056,CO,2022-06-22,59109,T
847,1697,AN,9999-12-31,67167,E
848,756,CO,2021-10-06,87382,T
849,2666,AN,9999-12-31,55002,T
850,3785,CO,2021-02-16,93432,T
851,2557,AN,9999-12-31,66874,T
852,3847,CO,2020-11-20,68994,E
853,1022,AN,9999-12-31,40425,T
854,2688,AN,9999-12-31,8211,T
855,1053,CO,2021-01-10,40550,E
856,2829,AN,9999-12-31,30761,E
857,3640,CO,2021-11-02,49033,E
858,376,CO,2022-04-11,12371,T
859,1066,CO,2022-06-20,10608,E
860,1218,CO,2020-12-09,78051,E
861,2750,AN,9999-12-31,75445,E
862,1822,AN,9999-12-31,2837,T
863,2244,AN,9999-12-31,90468,E
864,2103,AN,9999-12-31,39808,E
865,3347,CO,2021-12-02,14141,E
866,2281,AN,9999-12-31,42586,T
867,2750,AN,9999-12-31,99248,T
868,3724,CO,2022-01-28,44897,T
869,3186,CO,2020-11-09,46535,E
870,1620,CO,2021-10-02,1705,T
871,139,AN,9999-12-31,85669,E
872,2426,AN,9999-12-31,43040,T
873,2440,AN,9999-12-31,42995,E
874,26,AN,9999-12-31,23234,T
875,2689,AN,9999-12-31,28341,T
876,1428,CO,2022-04-15,24112,T
877,1951,CO,2021-09-19,53428,T
878,643,AN,9999-12-31,22176,T
879,1639,AN,9999-12-31,55412,E
880,3731,AN,9999-12-31,23314,T
881,2700,CO,2021-04-05,25740,E
882,2276,AN,9999-12-31,20092,E
883,708,CO,2021-07-21,23830,T
884,3497,CO,2021-07-23,29398,E
885,412,AN,9999-12-31,40975,T
886,2139,AN,9999-12-31,67879,E
887,2769,AN,9999-12-31,39796,E
888,997,AN,9999-12-31,12264,E
889,746,AN,9999-12-31,7854,E
890,2664,AN,9999-12-31,17955,T
891,1897,AN,9999-12-31,3307,E
892,2028,CO,2021-08-01,12297,T
893,3957,CO,2021-12-25,18090,E
894,680,AN,9999-12-31,18624,T
895,2960,AN,9999-12-31,61588,E
896,3342,AN,9999-12-31,57109,T
897,1466,CO,2022-01-28,9978,E
898,2465,AN,9999-12-31,1175,T
899,1342,CO,2022-01-06,784,T
900,1255,AN,9999-12-31,23135,T
901,1320,CO,2021-08-01,86193,E
902,1631,CO,2021-08-19,66307,E
903,2310,CO,2021-06-16,82392,E
904,2366,AN,9999-12-31,18645,E
905,691,CO,2022-05-27,32973,E
906,2947,CO,2021-03-08,18191,T
907,3223,CO,2021-05-10,56904,T
908,1336,AN,9999-12-31,46793,T
909,3820,CO,2020-12-05,14414,T
910,778,AN,9999-12-31,39576,T
911,568,CO,2022-05-31,37857,T
912,2785,AN,9999-12-31,10171,T
913,488,CO,2020-12-02,60408,T
914,1395,CO,2021-12-27,15078,T
915,2293,CO,2021-08-23,65708,T
916,1186,CO,2022-06-27,76889,T
917,3908,CO,2022-03-19,15087,T
918,2255,AN,9999-12-31,33999,T
919,178,AN,9999-12-31,83904,T
920,3671,CO,2021-01-29,57691,E
921,416,CO,2021-03-16,65887,T
922,3493,CO,2021-08-29,74863,T
923,3278,AN,9999-12-31,75909,E
924,3162,AN,9999-12-31,32851,T
925,3737,AN,9999-12-31,61332,T
926,1656,AN,9999-12-31,91489,E
927,3621,CO,2021-05-23,45399,E
928,2477,AN,9999-12-31,17548,E
929,2426,CO,2022-06-10,74509,E
930,2388,AN,9999-12-31,57218,T
931,1480,AN,9999-12-31,53082,E
932,6,CO,2021-11-02,22266,T
933,3399,AN,9999-12-31,68777,E
934,3069,AN,9999-12-31,4438,E
935,3684,AN,9999-12-31,60430,E
936,95,AN,9999-12-31,5720,E
937,3246,AN,9999-12-31,86246,E
938,2743,CO,2021-05-19,77274,E
939,3818,CO,2021-09-14,80687,T
940,3093,AN,9999-12-31,1869,T
941,3323,AN,9999-12-31,6608,E
942,1036,AN,9999-12-31,29334,E
943,3434,CO,2020-12-14,24104,E
944,763,CO,2020-11-03,52352,T
945,2357,AN,9999-12-31,12900,E
946,22,AN,9999-12-31,44231,E
947,3296,AN,9999-12-31,39073,E
948,2589,CO,2021-05-03,1873,E
949,57,AN,9999-12-31,6202,T
950,2521,CO,2021-11-18,89895,E
951,914,CO,2022-03-01,39449,E
952,3461,AN,9999-12-31,18157,T
953,1214,CO,2022-03-24,11870,T
954,3195,AN,9999-12-31,46176,E
955,2121,AN,9999-12-31,99794,E
956,441,AN,9999-12-31,38874,E
957,2484,AN,9999-12-31,13828,T
958,237,AN,9999-12-31,24910,T
959,964,AN,9999-12-31,12069,T
960,2045,CO,2021-03-23,56926,T
961,3145,CO,2021-11-04,20657,E
962,1748,CO,2021-03-19,42325,E
963,229,AN,9999-12-31,71680,E
964,2508,CO,2021-03-14,26823,E
965,744,CO,2022-02-02,72436,T
966,861,CO,2021-11-21,20007,T
967,3347,CO,2020-12-17,34782,T
968,687,CO,2021-06-16,3977,T
969,3632,AN,9999-12-31,49469,T
970,2164,CO,2022-06-21,49145,T
971,1194,CO,2020-10-31,10547,E
972,236,AN,9999-12-31,22075,T
973,3186,CO,2022-03-24,4423,T
974,918,AN,9999-12-31,88876,T
975,3961,AN,9999-12-31,8232,E
976,1709,CO,2021-04-18,35687,T
977,3255,CO,2022-03-17,5834,T
978,406,AN,9999-12-31,73896,T
979,3253,CO,2021-08-14,64606,T
980,2979,CO,2021-10-03,53621,E
981,810,AN,9999-12-31,40105,T
982,2335,AN,9999-12-31,64214,T
983,1783,AN,9999-12-31,89003,E
984,3304,AN,9999-12-31,73491,E
985,1275,CO,2021-08-12,58449,T
986,1903,CO,2021-07-30,49809,E
987,2339,CO,2021-03-22,58891,E
988,3551,CO,2021-02-02,40922,E
989,1388,CO,2021-03-24,62230,T
990,2640,AN,9999-12-31,46365,E
991,752,CO,2022-05-30,84672,E
992,3869,CO,2021-12-13,59965,E
993,869,CO,2022-06-09,15063,T
994,1746,CO,2022-04-20,94992,E
995,987,CO,2021-01-10,32256,E
996,1337,CO,2022-04-26,3809,E
997,508,AN,9999-12-31,62542,E
998,151,AN,9999-12-31,75512,T
999,3649,AN,9999-12-31,88386,E
1000,2757,AN,9999-12-31,28045,E
1001,2402,AN,9999-12-31,56722,E
1002,1681,AN,9999-12-31,64713,E
1003,451,CO,2021-11-16,13436,E
1004,2003,AN,9999-12-31,13515,T
1005,229,CO,2021-09-12,63423,T
1006,3751,CO,2021-04-25,75218,E
1007,2609,AN,9999-12-31,87496,E
1008,2063,AN,9999-12-31,53860,E
1009,3782,AN,9999-12-31,7863,E
1010,2148,AN,9999-12-31,99641,E
1011,2567,CO,2022-06-17,29640,E
1012,765,AN,9999-12-31,49684,E
1013,932,CO,2020-11-09,78735,T
1014,2361,AN,9999-12-31,59841,E
1015,407,AN,9999-12-31,53743,E
1016,2381,CO,2022-01-10,44787,E
1017,788,CO,2021-11-06,2018,E
1018,3864,CO,2021-09-12,32429,E
1019,1209,AN,9999-12-31,38114,E
1020,158,CO,2021-05-17,23509,T
1021,1301,AN,9999-12-31,49258,E
1022,2242,CO,2022-02-15,32547,E
1023,3306,CO,2021-01-19,4037,T
1024,3022,CO,2021-01-24,56201,E
1025,1839,AN,9999-12-31,2361,T
1026,2507,CO,2022-04-05,19631,E
1027,3912,AN,9999-12-31,3641,E
1028,2139,AN,9999-12-31,33671,E
1029,2718,AN,9999-12-31,76974,T
1030,1515,AN,9999-12-31,23117,T
1031,499,CO,2021-05-13,56720,E
1032,2181,AN,9999-12-31,98732,T
1033,3051,CO,2021-11-02,48686,T
1034,3746,AN,9999-12-31,81392,T
1035,1172,AN,9999-12-31,42061,T
1036,762,CO,2021-04-23,63384,E
1037,1813,AN,9999-12-31,63891,T
1038,633,AN,9999-12-31,89122,T
1039,2758,CO,2021-04-25,37967,T
1040,1133,CO,2021-04-04,3898,E
1041,2080,AN,9999-12-31,6181,E
1042,2143,CO,2022-05-08,4038,E
1043,3068,AN,9999-12-31,26882,T
1044,3640,AN,9999-12-31,58999,T
1045,1031,AN,9999-12-31,19866,E
1046,882,AN,9999-12-31,33303,E
1047,3128,CO,2021-06-03,49370,E
1048,807,AN,9999-12-31,39362,E
1049,900,CO,2021-11-25,55011,T
1050,2505,CO,2021-09-25,6086,E
1051,635,CO,2021-07-17,48955,T
1052,2200,CO,2021-10-24,70343,E
1053,1264,AN,9999-12-31,1157,T
1054,2465,AN,9999-12-31,68460,E
1055,706,CO,2022-02-21,81244,E
1056,2102,CO,2021-12-27,76837,E
1057,2265,CO,2021-05-24,25142,E
1058,3007,CO,2021-04-17,46949,E
1059,3400,CO,2020-11-03,8502,T
1060,1295,CO,2020-12-28,89269,E
1061,1494,CO,2022-01-14,82138,E
1062,1452,CO,2021-06-19,74307,E
1063,1496,CO,2022-06-07,44886,E
1064,2250,CO,2022-03-30,30804,T
1065,850,AN,9999-12-31,10566,E
1066,2446,CO,2020-11-21,95365,T
1067,1123,AN,9999-12-31,76200,E
1068,919,AN,9999-12-31,66500,T
1069,2862,CO,2020-12-16,95408,E
1070,2551,AN,9999-12-31,56633,T
1071,216,AN,9999-12-31,81065,E
1072,3406,AN,9999-12-31,91107,T
1073,1736,CO,2021-08-31,96965,E
1074,1703,CO,2021-01-18,58124,E
1075,823,CO,2020-12-06,71680,T
1076,431,CO,2021-10-03,30595,T
1077,3544,AN,9999-12-31,32824,T
1078,951,AN,9999-12-31,31138,T
1079,1722,AN,9999-12-31,64984,E
1080,3732,CO,2021-10-13,82956,E
1081,1098,CO,2021-04-07,95478,T
1082,3632,CO,2022-05-07,81262,T
1083,1404,AN,9999-12-31,54222,T
1084,2842,CO,2021-08-17,91265,E
1085,2352,CO,2021-06-06,55407,T
1086,3495,AN,9999-12-31,80979,E
1087,678,CO,2022-05-14,65781,E
1088,2412,AN,9999-12-31,26126,E
1089,1677,AN,9999-12-31,31407,T
1090,1268,CO,2021-06-23,90746,E
1091,3625,AN,9999-12-31,93508,E
1092,684,AN,9999-12-31,12824,T
1093,2574,AN,9999-12-31,25640,E
1094,3785,CO,2021-06-12,705,E
1095,3875,CO,2021-02-12,30584,T
1096,3198,AN,9999-12-31,28899,E
1097,2177,AN,9999-12-31,21334,E
1098,2075,CO,2021-10-02,36859,T
1099,1228,AN,9999-12-31,27471,T
1100,431,CO,2021-06-28,73994,T
1101,3534,AN,9999-12-31,58974,E
1102,2550,AN,9999-12-31,66416,E
1103,3961,CO,2021-08-31,9801,E
1104,1719,CO,2021-06-24,39859,T
1105,2890,CO,2022-01-08,36425,E
1106,768,CO,2021-06-28,27089,T
1107,3929,CO,2020-11-29,33853,T
1108,1458,CO,2021-11-12,35468,E
1109,1280,CO,2021-10-13,1893,E
1110,3959,CO,2022-06-06,316,E
1111,2750,CO,2022-06-29,11754,E
1112,244,AN,9999-12-31,9203,E
1113,308,AN,9999-12-31,33943,T
1114,2557,CO,2021-11-11,64137,E
1115,979,AN,9999-12-31,40948,E
1116,715,CO,2021-07-04,82530,E
1117,1432,CO,2022-01-07,111,E
1118,2482,AN,9999-12-31,71712,E
1119,2438,AN,9999-12-31,29245,E
1120,2036,CO,2020-11-23,83214,E
1121,2920,AN,9999-12-31,92806,T
1122,3622,CO,2021-05-13,88575,T
1123,2786,AN,9999-12-31,40444,T
1124,3810,CO,2021-11-07,81070,T
1125,3509,CO,2021-02-05,37777,T
1126,1715,CO,2021-07-17,71245,E
1127,2250,AN,9999-12-31,89300,E
1128,1579,AN,9999-12-31,38593,T
1129,2686,CO,2021-12-20,41135,T
1130,3050,CO,2022-02-12,81830,E
1131,499,CO,2021-12-15,87408,T
1132,2401,AN,9999-12-31,84677,T
1133,1542,AN,9999-12-31,78922,E
1134,2513,AN,9999-12-31,61575,T
1135,2833,AN,9999-12-31,60228,T
1136,2610,AN,9999-12-31,3204,E
1137,518,AN,9999-12-31,51985,T
1138,1746,AN,9999-12-31,61623,E
1139,458,CO,2021-06-28,21604,T
1140,3465,CO,2022-02-05,6229,E
1141,1801,AN,9999-12-31,4896,E
1142,440,CO,2021-11-15,46487,E
1143,3842,CO,2020-12-19,96422,T
1144,3195,CO,2021-08-19,93893,T
1145,1425,AN,9999-12-31,92134,E
1146,11,AN,9999-12-31,34574,E
1147,3286,CO,2021-07-10,17550,E
1148,1222,AN,9999-12-31,37685,E
1149,2093,AN,9999-12-31,41272,T
1150,1827,AN,9999-12-31,18033,T
1151,1505,AN,9999-12-31,74618,T
1152,2024,AN,9999-12-31,69302,T
1153,3307,CO,2022-02-08,26761,T
1154,774,AN,9999-12-31,27289,E
1155,2352,AN,9999-12-31,94643,T
1156,496,AN,9999-12-31,7636,T
1157,642,CO,2021-05-30,90467,T
1158,1112,CO,2021-06-24,81361,T
1159,3517,CO,2022-05-08,13926,E
1160,1743,AN,9999-12-31,11843,T
1161,3445,AN,9999-12-31,63553,E
1162,3091,CO,2021-08-30,17824,T
1163,3588,AN,9999-12-31,74223,E
1164,2397,AN,9999-12-31,83192,T
1165,1800,CO,2022-02-26,61498,E
1166,1745,CO,2021-12-03,49186,T
1167,357,CO,2021-06-18,55657,T
1168,3431,CO,2020-11-07,39569,E
1169,3673,AN,9999-12-31,36098,E
1170,644,CO,2021-03-15,98582,T
1171,2935,CO,2021-07-10,76925,T
1172,3973,CO,2021-04-17,91869,T
1173,2671,CO,2021-04-20,18098,T
1174,2969,AN,9999-12-31,39475,T
1175,1204,CO,2021-07-03,1201,E
1176,2073,AN,9999-12-31,21298,T
1177,30,AN,9999-12-31,29086,T
1178,295,CO,2021-06-17,41570,E
1179,2494,CO,2021-01-09,14839,E
1180,2640,AN,9999-12-31,97071,E
1181,2893,AN,9999-12-31,74636,T
1182,358,CO,2021-10-29,13367,T
1183,2621,AN,9999-12-31,28671,E
1184,3042,CO,2022-03-27,42004,E
1185,2474,CO,2022-04-12,8802,E
1186,2022,CO,2021-06-08,62527,T
1187,304,AN,9999-12-31,95724,T
1188,3519,CO,2021-07-24,26249,T
1189,2311,AN,9999-12-31,23751,T
1190,902,CO,2021-11-21,91446,E
1191,3628,CO,2021-12-27,9234,E
1192,110,AN,9999-12-31,41095,E
1193,3742,AN,9999-12-31,41581,E
1194,295,AN,9999-12-31,85411,E
1195,1802,CO,2021-02-22,47889,E
1196,1119,AN,9999-12-31,87057,T
1197,3089,AN,9999-12-31,97146,T
1198,1319,AN,9999-12-31,73165,E
1199,3740,CO,2021-03-27,22703,E
1200,1355,CO,2021-07-02,17356,T
1201,3841,AN,9999-12-31,7723,E
1202,420,AN,9999-12-31,71120,T
1203,2444,AN,9999-12-31,79534,T
1204,3948,CO,2021-06-16,23592,E
1205,2579,AN,9999-12-31,13559,E
1206,2993,CO,2022-03-08,47995,T
1207,2376,CO,2021-11-16,66701,E
1208,41,AN,9999-12-31,41669,T
1209,1440,AN,9999-12-31,56238,E
1210,3584,AN,9999-12-31,83924,E
1211,2087,AN,9999-12-31,49366,T
1212,3873,CO,2021-09-28,27473,T
1213,2136,CO,2021-09-21,90678,T
1214,3520,CO,2021-08-29,91167,E
1215,3130,AN,9999-12-31,92873,E
1216,1990,AN,9999-12-31,3574,E
1217,1204,AN,9999-12-31,45664,T
1218,3969,CO,2022-06-13,41375,E
1219,3199,CO,2021-04-17,87677,T
1220,2661,CO,2020-12-01,25861,E
1221,609,AN,9999-12-31,70633,T
1222,152,AN,9999-12-31,55253,T
1223,1051,AN,9999-12-31,20961,E
1224,1488,CO,2021-05-10,47158,T
1225,2658,CO,2021-10-22,74652,T
1226,1231,CO,2020-11-04,35943,E
1227,3196,AN,9999-12-31,65179,T
1228,745,CO,2021-07-16,43938,T
1229,2946,CO,2022-06-13,80662,E
1230,3244,AN,9999-12-31,82731,T
1231,1978,CO,2020-11-03,98319,T
1232,31,AN,9999-12-31,90498,E
1233,3088,AN,9999-12-31,46437,E
1234,2961,AN,9999-12-31,2035,E
1235,1479,AN,9999-12-31,32011,E
1236,241,AN,9999-12-31,66245,E
1237,2885,CO,2022-06-24,93343,E
1238,2262,CO,2021-07-26,26049,T
1239,2141,AN,9999-12-31,64160,E
1240,3934,CO,2022-02-18,73488,E
1241,3166,AN,9999-12-31,68717,T
1242,3972,CO,2021-07-29,99859,E
1243,3893,CO,2021-08-06,37173,T
1244,508,CO,2022-02-06,19964,E
1245,141,AN,9999-12-31,86262,E
1246,2586,CO,2021-05-05,30996,T
1247,1869,CO,2021-01-07,13043,T
1248,1129,AN,9999-12-31,83617,E
1249,3800,CO,2021-04-19,18665,E
1250,2243,AN,9999-12-31,64599,E
1251,738,AN,9999-12-31,77298,T
1252,146,CO,2021-08-06,98198,E
1253,1258,AN,9999-12-31,58680,E
1254,2529,CO,2022-03-17,64896,T
1255,1541,CO,2021-06-27,92564,T
1256,2168,AN,9999-12-31,28412,E
1257,3356,CO,2021-06-04,82231,E
1258,656,AN,9999-12-31,63291,T
1259,413,AN,9999-12-31,17348,T
1260,2587,AN,9999-12-31,18060,T
1261,3172,AN,9999-12-31,11705,E
1262,3118,CO,2021-09-03,63523,T
1263,1607,AN,9999-12-31,42246,T
1264,2545,CO,2022-03-28,11151,E
1265,2149,AN,9999-12-31,55513,E
1266,194,AN,9999-12-31,82297,T
1267,2566,AN,9999-12-31,9931,T
1268,161,CO,2022-01-04,3277,T
1269,3346,CO,2022-04-16,43814,E
1270,2940,CO,2021-10-03,8914,T
1271,2094,AN,9999-12-31,48763,T
1272,1005,AN,9999-12-31,35330,T
1273,2320,AN,9999-12-31,31279,E
1274,343,AN,9999-12-31,39073,E
1275,3300,CO,2022-02-27,67529,T
1276,3805,AN,9999-12-31,48043,E
1277,551,CO,2021-03-11,70682,T
1278,1413,AN,9999-12-31,53046,E
1279,1664,AN,9999-12-31,87266,T
1280,1685,CO,2021-03-04,96362,T
1281,2763,AN,9999-12-31,9056,E
1282,334,AN,9999-12-31,57682,E
1283,39,CO,2021-08-08,23241,E
1284,3463,AN,9999-12-31,78513,E
1285,1130,AN,9999-12-31,75743,E
1286,3230,AN,9999-12-31,72530,T
1287,3283,CO,2022-03-15,63799,E
1288,2947,AN,9999-12-31,49417,E
1289,3123,AN,9999-12-31,63009,E
1290,2900,AN,9999-12-31,78608,E
1291,528,AN,9999-12-31,35792,E
1292,3082,CO,2022-02-03,6497,E
1293,3823,AN,9999-12-31,93746,T
1294,3499,AN,9999-12-31,76422,E
1295,1039,CO,2020-11-05,37477,E
1296,1928,AN,9999-12-31,15121,T
1297,2134,AN,9999-12-31,53105,T
1298,2016,CO,2021-09-02,85931,E
1299,1384,CO,2022-02-21,57207,T
1300,18,CO,2021-03-20,18791,T
1301,2663,AN,9999-12-31,91556,E
1302,860,CO,2021-09-05,36381,T
1303,2393,AN,9999-12-31,76167,T
1304,1701,AN,9999-12-31,23756,T
1305,2379,AN,9999-12-31,26060,T
1306,3965,CO,2021-03-16,83634,T
1307,3113,AN,9999-12-31,36780,E
1308,3779,AN,9999-12-31,72988,E
1309,1615,AN,9999-12-31,2675,E
1310,2505,AN,9999-12-31,77435,T
1311,2525,CO,2022-04-21,95933,E
1312,399,AN,9999-12-31,1887,T
1313,1645,CO,2020-12-23,79238,E
1314,3672,AN,9999-12-31,55844,T
1315,3926,CO,2021-01-06,26434,E
1316,3221,AN,9999-12-31,27537,E
1317,993,CO,2022-01-23,28234,E
1318,1617,AN,9999-12-31,56154,T
1319,3682,AN,9999-12-31,63288,E
1320,3972,CO,2021-12-18,75681,T
1321,1189,AN,9999-12-31,2878,T
1322,1759,AN,9999-12-31,52895,E
1323,2315,CO,2021-02-17,25072,E
1324,2268,CO,2021-02-24,52811,E
1325,2560,AN,9999-12-31,34900,E
1326,2523,CO,2021-01-01,31656,T
1327,1390,CO,2021-05-30,87434,E
1328,2195,CO,2021-05-06,21772,T
1329,3741,CO,2022-06-12,4771,E
1330,2267,AN,9999-12-31,53293,E
1331,679,CO,2021-05-08,57492,T
1332,3887,CO,2021-07-06,37979,E
1333,3337,CO,2021-01-09,50459,T
1334,433,CO,2021-09-22,86138,E
1335,1262,AN,9999-12-31,38749,T
1336,988,AN,9999-12-31,81394,T
1337,3148,AN,9999-12-31,79624,E
1338,2745,CO,2021-02-24,42106,E
1339,738,CO,2020-12-22,19712,E
1340,1753,AN,9999-12-31,66753,T
1341,786,CO,2022-04-17,91953,E
1342,2133,AN,9999-12-31,32677,T
1343,3287,CO,2021-04-17,61432,T
1344,3693,AN,9999-12-31,35173,T
1345,2240,AN,9999-12-31,64100,E
1346,3802,AN,9999-12-31,57846,T
1347,3926,AN,9999-12-31,36704,E
1348,3753,CO,2021-10-31,16956,T
1349,3742,CO,2020-12-17,21749,E
1350,3403,AN,9999-12-31,69302,T
1351,3704,CO,2020-11-26,858,E
1352,3859,CO,2021-10-08,26221,T
1353,2925,CO,2022-02-01,74390,E
1354,3660,AN,9999-12-31,19386,T
1355,1072,AN,9999-12-31,95399,T
1356,257,CO,2021-10-18,57476,E
1357,1843,AN,9999-12-31,58076,E
1358,1553,CO,2021-01-01,18160,E
1359,1716,AN,9999-12-31,87940,T
1360,1321,CO,2021-05-26,76634,T
1361,2738,AN,9999-12-31,71679,E
1362,1793,AN,9999-12-31,80426,E
1363,1426,CO,2020-10-26,90404,T
1364,1728,CO,2021-08-22,9198,E
1365,2120,CO,2021-11-29,8186,T
1366,3321,AN,9999-12-31,3469,E
1367,2999,AN,9999-12-31,32593,E
1368,2837,CO,2021-06-22,12180,E
1369,1609,CO,2022-02-22,13430,E
1370,2950,AN,9999-12-31,95124,E
1371,1673,AN,9999-12-31,62355,E
