numpoliza,pol_estado,fecha_efecto,fecha_sol,fecha_vencimiento,forma_pago,fecha_baja,causa_baja,fecha_suspension,causa_suspen
1187,PV,2021-10-06,2021-10-05,2027-05-30,U,9999-12-31, ,9999-12-31, 
1188,PS,2021-01-04,2021-01-03,2024-01-15,S,9999-12-31, ,2021-01-11,FP
1189,PA,2021-01-11,2021-01-10,2029-03-25,S,2022-05-17,FP,9999-12-31, 
1190,PS,2021-02-28,2021-02-27,2027-02-13,T,9999-12-31, ,2022-01-31,FP
1191,PV,2021-08-11,2021-08-10,2022-07-20,T,9999-12-31, ,9999-12-31, 
1192,PV,2021-07-02,2021-07-01,2029-11-18,A,9999-12-31, ,9999-12-31, 
1193,PS,2021-12-21,2021-12-20,2029-08-16,T,9999-12-31, ,2022-02-21,CL
1194,PV,2021-10-25,2021-10-24,2030-03-19,S,9999-12-31, ,9999-12-31, 
1195,PV,2020-12-08,2020-12-07,2026-06-25,A,9999-12-31, ,9999-12-31, 
1196,PS,2021-12-16,2021-12-15,2027-12-10,U,9999-12-31, ,2022-01-07,FP
1197,PV,2021-12-07,2021-12-06,2025-01-01,T,9999-12-31, ,9999-12-31, 
1198,PV,2022-06-20,2022-06-19,2028-06-30,A,9999-12-31, ,9999-12-31, 
1199,PA,2021-04-02,2021-04-01,2023-03-28,T,2022-01-25,CL,9999-12-31, 
1200,PV,2021-08-17,2021-08-16,2022-12-19,M,9999-12-31, ,9999-12-31, 
1201,PA,2021-01-19,2021-01-18,2023-02-01,M,2021-09-14,CL,9999-12-31, 
1202,PV,2021-10-25,2021-10-24,2026-09-22,M,9999-12-31, ,9999-12-31, 
1203,PV,2020-12-22,2020-12-21,2026-11-08,T,9999-12-31, ,9999-12-31, 
1204,PV,2022-05-05,2022-05-04,2025-08-20,M,9999-12-31, ,9999-12-31, 
1205,PS,2022-02-12,2022-02-11,2022-03-11,U,9999-12-31, ,2022-03-19,CL
1206,PS,2021-05-26,2021-05-25,2030-01-30,A,9999-12-31, ,2022-03-21,FP
1207,PV,2022-02-14,2022-02-13,2022-07-29,T,9999-12-31, ,9999-12-31, 
1208,PA,2022-06-12,2022-06-11,2030-02-24,S,2022-06-19,FP,9999-12-31, 
1209,PS,2021-09-07,2021-09-06,2029-06-04,S,9999-12-31, ,2022-03-12,FP
1210,PA,2021-09-01,2021-08-31,2028-01-08,U,2022-04-29,TR,9999-12-31, 
1211,PA,2020-11-03,2020-11-02,2023-06-12,T,2021-04-01,CL,9999-12-31, 
1212,PV,2021-08-11,2021-08-10,2029-01-07,T,9999-12-31, ,9999-12-31, 
1213,PV,2021-03-30,2021-03-29,2029-02-24,A,9999-12-31, ,9999-12-31, 
1214,PV,2021-12-20,2021-12-19,2023-05-25,A,9999-12-31, ,9999-12-31, 
1215,PA,2021-11-02,2021-11-01,2023-04-03,M,2021-11-22,CL,9999-12-31, 
1216,PA,2021-07-11,2021-07-10,2028-02-05,M,2021-08-28,CL,9999-12-31, 
1217,PA,2020-11-10,2020-11-09,2021-05-29,U,2021-02-04,FA,9999-12-31, 
1218,PS,2021-12-09,2021-12-08,2023-11-08,M,9999-12-31, ,2022-01-07,CL
1219,PS,2022-04-11,2022-04-10,2030-05-12,M,9999-12-31, ,2022-06-16,FP
1220,PS,2022-04-13,2022-04-12,2028-06-18,M,9999-12-31, ,2022-04-30,FP
1221,PS,2022-03-15,2022-03-14,2023-04-29,A,9999-12-31, ,2022-06-25,CL
1222,PS,2021-09-21,2021-09-20,2022-08-28,U,9999-12-31, ,2022-05-16,FP
1223,PA,2021-11-13,2021-11-12,2027-04-04,T,2022-04-17,FP,9999-12-31, 
1224,PS,2021-01-17,2021-01-16,2026-10-27,M,9999-12-31, ,2021-12-13,FP
1225,PS,2021-02-08,2021-02-07,2029-02-21,S,9999-12-31, ,2021-09-03,CL
1226,PV,2021-12-05,2021-12-04,2023-06-15,T,9999-12-31, ,9999-12-31, 
1227,PS,2022-05-21,2022-05-20,2027-06-30,M,9999-12-31, ,2022-06-28,FP
1228,PV,2021-08-30,2021-08-29,2027-06-16,T,9999-12-31, ,9999-12-31, 
1229,PA,2021-02-18,2021-02-17,2027-09-22,U,2022-05-27,FP,9999-12-31, 
1230,PV,2021-11-30,2021-11-29,2024-07-17,U,9999-12-31, ,9999-12-31, 
1231,PA,2022-06-24,2022-06-23,2030-01-07,S,2022-06-26,CL,9999-12-31, 
1232,PV,2021-07-16,2021-07-15,2023-12-16,M,9999-12-31, ,9999-12-31, 
1233,PV,2021-08-28,2021-08-27,2030-05-07,U,9999-12-31, ,9999-12-31, 
1234,PV,2020-10-28,2020-10-27,2026-02-27,U,9999-12-31, ,9999-12-31, 
1235,PA,2022-02-13,2022-02-12,2025-05-27,T,2022-05-24,FA,9999-12-31, 
1236,PA,2021-07-20,2021-07-19,2028-03-16,A,2021-10-28,CL,9999-12-31, 
1237,PA,2022-03-20,2022-03-19,2030-02-16,S,2022-05-04,CL,9999-12-31, 
1238,PV,2022-01-15,2022-01-14,2022-06-26,M,9999-12-31, ,9999-12-31, 
1239,PA,2021-10-06,2021-10-05,2025-11-14,M,2022-03-16,TR,9999-12-31, 
1240,PS,2021-10-20,2021-10-19,2029-07-14,T,9999-12-31, ,2022-02-13,CL
1241,PS,2022-01-29,2022-01-28,2024-04-23,T,9999-12-31, ,2022-06-28,FP
1242,PA,2021-04-18,2021-04-17,2022-05-12,A,2021-10-16,CL,9999-12-31, 
1243,PA,2022-02-05,2022-02-04,2024-11-27,S,2022-03-26,CL,9999-12-31, 
1244,PA,2021-12-24,2021-12-23,2023-03-13,M,2022-06-28,FA,9999-12-31, 
1245,PA,2020-11-28,2020-11-27,2027-10-04,T,2021-02-12,CL,9999-12-31, 
1246,PV,2020-10-16,2020-10-15,2024-06-23,T,9999-12-31, ,9999-12-31, 
1247,PV,2022-05-31,2022-05-30,2028-08-03,A,9999-12-31, ,9999-12-31, 
1248,PA,2020-11-08,2020-11-07,2029-05-07,S,2020-12-18,FP,9999-12-31, 
1249,PS,2021-12-16,2021-12-15,2025-07-06,A,9999-12-31, ,2022-02-26,CL
1250,PV,2021-11-08,2021-11-07,2027-01-23,M,9999-12-31, ,9999-12-31, 
1251,PV,2021-02-04,2021-02-03,2027-08-25,U,9999-12-31, ,9999-12-31, 
1252,PA,2021-01-01,2020-12-31,2028-07-07,M,2021-12-31,TR,9999-12-31, 
1253,PA,2021-02-01,2021-01-31,2025-10-05,T,2021-09-23,FP,9999-12-31, 
1254,PS,2021-06-07,2021-06-06,2025-04-04,S,9999-12-31, ,2021-10-13,FP
1255,PV,2021-10-24,2021-10-23,2022-07-14,T,9999-12-31, ,9999-12-31, 
1256,PA,2022-01-04,2022-01-03,2025-08-19,U,2022-01-11,TR,9999-12-31, 
1257,PS,2021-08-09,2021-08-08,2023-02-25,M,9999-12-31, ,2022-05-02,CL
1258,PA,2021-07-04,2021-07-03,2029-11-06,S,2022-03-09,TR,9999-12-31, 
1259,PA,2022-01-16,2022-01-15,2022-12-13,U,2022-06-18,FA,9999-12-31, 
1260,PA,2021-02-28,2021-02-27,2028-11-11,U,2021-03-22,CL,9999-12-31, 
1261,PA,2022-01-26,2022-01-25,2024-09-18,U,2022-06-29,FA,9999-12-31, 
1262,PS,2021-10-30,2021-10-29,2028-08-30,U,9999-12-31, ,2022-06-05,FP
1263,PS,2021-04-16,2021-04-15,2025-11-29,A,9999-12-31, ,2021-06-03,CL
1264,PS,2021-09-27,2021-09-26,2028-01-14,U,9999-12-31, ,2022-03-17,CL
1265,PV,2022-05-01,2022-04-30,2026-09-22,M,9999-12-31, ,9999-12-31, 
1266,PA,2021-12-07,2021-12-06,2025-12-25,T,2022-06-16,FA,9999-12-31, 
1267,PS,2021-09-21,2021-09-20,2024-06-13,A,9999-12-31, ,2022-03-06,CL
1268,PV,2021-06-18,2021-06-17,2024-12-08,M,9999-12-31, ,9999-12-31, 
1269,PV,2021-11-04,2021-11-03,2025-01-24,M,9999-12-31, ,9999-12-31, 
1270,PS,2021-07-19,2021-07-18,2025-06-28,U,9999-12-31, ,2021-10-31,CL
1271,PS,2020-12-11,2020-12-10,2025-07-27,A,9999-12-31, ,2021-02-04,CL
1272,PA,2021-08-30,2021-08-29,2027-04-17,T,2022-02-01,FP,9999-12-31, 
1273,PA,2021-02-07,2021-02-06,2026-01-12,S,2022-02-10,TR,9999-12-31, 
1274,PV,2022-04-16,2022-04-15,2025-01-20,T,9999-12-31, ,9999-12-31, 
1275,PA,2021-04-02,2021-04-01,2030-05-30,T,2021-05-26,CL,9999-12-31, 
1276,PV,2022-05-18,2022-05-17,2030-04-04,U,9999-12-31, ,9999-12-31, 
1277,PV,2022-05-15,2022-05-14,2025-07-13,A,9999-12-31, ,9999-12-31, 
1278,PA,2021-10-29,2021-10-28,2030-06-13,A,2022-04-17,TR,9999-12-31, 
1279,PS,2021-08-07,2021-08-06,2024-06-30,S,9999-12-31, ,2022-01-05,FP
1280,PV,2022-01-07,2022-01-06,2027-01-25,A,9999-12-31, ,9999-12-31, 
1281,PA,2021-03-04,2021-03-03,2022-07-11,U,2021-03-25,TR,9999-12-31, 
1282,PS,2020-10-18,2020-10-17,2021-07-31,M,9999-12-31, ,2021-04-20,CL
1283,PS,2022-06-25,2022-06-24,2024-03-18,M,9999-12-31, ,2022-06-27,CL
1284,PV,2022-04-18,2022-04-17,2025-03-31,M,9999-12-31, ,9999-12-31, 
1285,PS,2021-03-14,2021-03-13,2025-09-13,U,9999-12-31, ,2021-04-03,FP
1286,PS,2021-11-08,2021-11-07,2025-03-26,S,9999-12-31, ,2021-12-13,CL
1287,PA,2021-05-12,2021-05-11,2023-12-31,T,2021-05-29,FP,9999-12-31, 
1288,PV,2020-12-08,2020-12-07,2026-06-24,M,9999-12-31, ,9999-12-31, 
1289,PA,2021-05-08,2021-05-07,2022-11-19,T,2021-12-10,TR,9999-12-31, 
1290,PS,2020-11-25,2020-11-24,2029-08-31,U,9999-12-31, ,2021-11-17,CL
1291,PS,2021-02-11,2021-02-10,2027-11-30,S,9999-12-31, ,2021-05-30,FP
1292,PS,2022-01-30,2022-01-29,2029-08-26,T,9999-12-31, ,2022-04-03,CL
1293,PV,2021-02-06,2021-02-05,2026-05-15,U,9999-12-31, ,9999-12-31, 
1294,PS,2021-01-29,2021-01-28,2029-08-28,U,9999-12-31, ,2022-04-24,FP
1295,PS,2022-06-26,2022-06-25,2028-10-27,U,9999-12-31, ,2022-07-05,FP
1296,PS,2021-11-18,2021-11-17,2030-03-13,T,9999-12-31, ,2022-02-26,FP
1297,PV,2021-12-19,2021-12-18,2023-03-08,A,9999-12-31, ,9999-12-31, 
1298,PA,2022-04-03,2022-04-02,2023-10-20,M,2022-05-29,CL,9999-12-31, 
1299,PS,2021-06-05,2021-06-04,2027-10-21,S,9999-12-31, ,2022-05-08,CL
1300,PA,2020-12-12,2020-12-11,2024-07-12,U,2021-04-27,FA,9999-12-31, 
1301,PS,2021-10-13,2021-10-12,2025-03-02,T,9999-12-31, ,2022-03-12,FP
1302,PV,2021-06-21,2021-06-20,2025-12-16,A,9999-12-31, ,9999-12-31, 
1303,PS,2021-07-29,2021-07-28,2029-09-06,T,9999-12-31, ,2022-02-05,FP
1304,PV,2022-01-26,2022-01-25,2028-12-02,A,9999-12-31, ,9999-12-31, 
1305,PS,2021-08-14,2021-08-13,2025-06-26,T,9999-12-31, ,2021-12-02,CL
1306,PS,2022-02-24,2022-02-23,2022-03-08,A,9999-12-31, ,2022-03-23,CL
1307,PA,2021-10-10,2021-10-09,2026-06-23,S,2022-05-23,TR,9999-12-31, 
1308,PV,2021-12-11,2021-12-10,2023-11-12,T,9999-12-31, ,9999-12-31, 
1309,PS,2021-12-06,2021-12-05,2027-08-11,S,9999-12-31, ,2022-04-13,CL
1310,PS,2022-01-29,2022-01-28,2026-07-16,S,9999-12-31, ,2022-03-06,FP
1311,PA,2022-03-16,2022-03-15,2027-03-29,M,2022-06-17,CL,9999-12-31, 
1312,PA,2021-01-11,2021-01-10,2029-04-22,A,2021-04-30,FA,9999-12-31, 
1313,PV,2021-06-08,2021-06-07,2025-01-19,U,9999-12-31, ,9999-12-31, 
1314,PS,2022-06-29,2022-06-28,2026-08-26,U,9999-12-31, ,2022-07-03,FP
1315,PS,2022-03-25,2022-03-24,2027-10-22,M,9999-12-31, ,2022-03-25,CL
1316,PV,2022-05-29,2022-05-28,2030-07-05,M,9999-12-31, ,9999-12-31, 
1317,PA,2020-12-07,2020-12-06,2022-08-19,U,2021-01-01,FP,9999-12-31, 
1318,PA,2021-06-25,2021-06-24,2027-11-18,U,2021-09-06,CL,9999-12-31, 
1319,PA,2021-07-08,2021-07-07,2023-07-11,M,2021-09-04,FP,9999-12-31, 
1320,PV,2021-12-07,2021-12-06,2028-03-02,U,9999-12-31, ,9999-12-31, 
1321,PV,2022-01-04,2022-01-03,2025-02-14,U,9999-12-31, ,9999-12-31, 
1322,PV,2022-07-05,2022-07-04,2025-06-21,A,9999-12-31, ,9999-12-31, 
1323,PS,2022-03-23,2022-03-22,2023-12-18,S,9999-12-31, ,2022-04-04,FP
1324,PV,2021-05-27,2021-05-26,2028-11-15,U,9999-12-31, ,9999-12-31, 
1325,PV,2022-03-20,2022-03-19,2026-10-22,T,9999-12-31, ,9999-12-31, 
1326,PA,2021-12-25,2021-12-24,2026-10-06,U,2022-02-23,FA,9999-12-31, 
1327,PV,2021-10-27,2021-10-26,2029-08-15,U,9999-12-31, ,9999-12-31, 
1328,PV,2022-02-24,2022-02-23,2029-09-21,M,9999-12-31, ,9999-12-31, 
1329,PS,2022-06-19,2022-06-18,2023-10-11,T,9999-12-31, ,2022-06-20,FP
1330,PA,2021-03-18,2021-03-17,2023-02-28,S,2021-12-20,TR,9999-12-31, 
1331,PV,2021-09-04,2021-09-03,2028-10-27,U,9999-12-31, ,9999-12-31, 
1332,PV,2021-07-15,2021-07-14,2025-12-28,M,9999-12-31, ,9999-12-31, 
1333,PS,2022-03-15,2022-03-14,2028-03-13,U,9999-12-31, ,2022-05-23,FP
1334,PV,2022-01-29,2022-01-28,2023-01-12,S,9999-12-31, ,9999-12-31, 
1335,PV,2020-12-27,2020-12-26,2026-07-08,M,9999-12-31, ,9999-12-31, 
1336,PS,2021-09-08,2021-09-07,2024-12-18,S,9999-12-31, ,2021-11-13,FP
1337,PS,2022-06-30,2022-06-29,2029-03-08,T,9999-12-31, ,2022-06-30,CL
1338,PV,2021-02-28,2021-02-27,2021-08-17,S,9999-12-31, ,9999-12-31, 
1339,PS,2021-07-25,2021-07-24,2021-11-12,A,9999-12-31, ,2021-10-30,FP
1340,PV,2021-03-27,2021-03-26,2021-11-09,A,9999-12-31, ,9999-12-31, 
1341,PA,2022-03-26,2022-03-25,2025-03-26,A,2022-06-17,FP,9999-12-31, 
1342,PV,2022-03-01,2022-02-28,2028-06-06,U,9999-12-31, ,9999-12-31, 
1343,PA,2022-06-08,2022-06-07,2023-01-07,T,2022-06-28,CL,9999-12-31, 
1344,PA,2021-06-13,2021-06-12,2021-11-29,S,2021-08-29,TR,9999-12-31, 
1345,PS,2022-03-12,2022-03-11,2023-12-31,S,9999-12-31, ,2022-05-01,CL
1346,PV,2022-02-16,2022-02-15,2024-02-20,T,9999-12-31, ,9999-12-31, 
1347,PA,2021-01-24,2021-01-23,2027-07-05,U,2021-06-15,FA,9999-12-31, 
1348,PV,2020-12-08,2020-12-07,2026-08-02,A,9999-12-31, ,9999-12-31, 
1349,PS,2021-12-03,2021-12-02,2026-03-15,T,9999-12-31, ,2021-12-23,FP
1350,PS,2022-03-09,2022-03-08,2030-06-07,T,9999-12-31, ,2022-06-06,CL
1351,PA,2020-11-21,2020-11-20,2024-02-26,A,2021-12-01,TR,9999-12-31, 
1352,PA,2021-08-15,2021-08-14,2022-08-28,S,2021-11-20,FA,9999-12-31, 
1353,PV,2022-06-13,2022-06-12,2026-06-01,A,9999-12-31, ,9999-12-31, 
1354,PV,2021-02-09,2021-02-08,2028-10-25,M,9999-12-31, ,9999-12-31, 
1355,PS,2021-01-14,2021-01-13,2022-07-23,T,9999-12-31, ,2021-06-26,FP
1356,PA,2021-11-17,2021-11-16,2027-04-01,T,2022-06-02,CL,9999-12-31, 
1357,PA,2022-01-24,2022-01-23,2027-02-19,M,2022-05-22,CL,9999-12-31, 
1358,PS,2022-04-12,2022-04-11,2028-03-25,S,9999-12-31, ,2022-06-27,FP
1359,PV,2021-09-19,2021-09-18,2023-05-24,U,9999-12-31, ,9999-12-31, 
1360,PS,2022-06-20,2022-06-19,2025-01-14,S,9999-12-31, ,2022-07-01,CL
1361,PA,2021-10-12,2021-10-11,2029-03-29,M,2022-04-04,TR,9999-12-31, 
1362,PA,2021-06-18,2021-06-17,2026-11-20,S,2022-04-07,FA,9999-12-31, 
1363,PA,2022-01-15,2022-01-14,2030-06-26,M,2022-03-31,CL,9999-12-31, 
1364,PA,2021-05-21,2021-05-20,2029-04-10,M,2021-09-15,CL,9999-12-31, 
1365,PV,2022-05-26,2022-05-25,2028-06-29,U,9999-12-31, ,9999-12-31, 
1366,PS,2022-02-16,2022-02-15,2026-05-31,S,9999-12-31, ,2022-06-12,CL
1367,PV,2021-10-26,2021-10-25,2025-07-18,U,9999-12-31, ,9999-12-31, 
1368,PS,2020-12-28,2020-12-27,2024-08-01,U,9999-12-31, ,2021-11-09,FP
1369,PV,2022-01-19,2022-01-18,2028-09-04,M,9999-12-31, ,9999-12-31, 
1370,PS,2021-09-09,2021-09-08,2023-12-23,M,9999-12-31, ,2021-10-07,CL
1371,PS,2021-02-10,2021-02-09,2024-03-28,T,9999-12-31, ,2022-06-26,CL
1372,PA,2021-04-05,2021-04-04,2029-06-11,T,2022-01-13,CL,9999-12-31, 
1373,PA,2021-07-03,2021-07-02,2028-05-30,A,2021-11-07,CL,9999-12-31, 
1374,PA,2022-01-31,2022-01-30,2026-03-13,U,2022-05-14,FP,9999-12-31, 
1375,PV,2020-10-27,2020-10-26,2022-08-13,U,9999-12-31, ,9999-12-31, 
1376,PA,2021-04-04,2021-04-03,2024-08-29,M,2021-09-11,FP,9999-12-31, 
1377,PA,2020-11-16,2020-11-15,2028-01-02,U,2022-04-03,FA,9999-12-31, 
1378,PA,2021-01-14,2021-01-13,2021-09-26,S,2022-06-08,TR,9999-12-31, 
1379,PS,2022-01-28,2022-01-27,2027-03-27,A,9999-12-31, ,2022-03-03,FP
1380,PS,2021-12-01,2021-11-30,2026-10-02,A,9999-12-31, ,2022-01-12,FP
1381,PS,2021-01-24,2021-01-23,2026-11-02,S,9999-12-31, ,2021-05-12,CL
1382,PV,2020-10-19,2020-10-18,2024-08-14,M,9999-12-31, ,9999-12-31, 
1383,PS,2021-04-29,2021-04-28,2026-09-02,A,9999-12-31, ,2022-06-01,FP
1384,PA,2021-12-26,2021-12-25,2029-04-04,M,2022-04-01,TR,9999-12-31, 
1385,PV,2020-11-12,2020-11-11,2029-02-06,S,9999-12-31, ,9999-12-31, 
1386,PA,2021-12-06,2021-12-05,2024-10-20,A,2022-01-08,TR,9999-12-31, 
1387,PS,2021-03-10,2021-03-09,2025-02-09,M,9999-12-31, ,2021-07-08,FP
1388,PV,2021-02-16,2021-02-15,2028-07-19,A,9999-12-31, ,9999-12-31, 
1389,PV,2022-05-03,2022-05-02,2022-06-28,A,9999-12-31, ,9999-12-31, 
1390,PS,2020-10-16,2020-10-15,2023-12-14,U,9999-12-31, ,2021-12-23,FP
1391,PV,2021-03-12,2021-03-11,2030-06-04,M,9999-12-31, ,9999-12-31, 
1392,PV,2021-10-13,2021-10-12,2022-09-21,M,9999-12-31, ,9999-12-31, 
1393,PV,2021-05-09,2021-05-08,2026-08-30,T,9999-12-31, ,9999-12-31, 
1394,PA,2021-10-11,2021-10-10,2024-09-29,A,2022-06-25,FA,9999-12-31, 
1395,PV,2021-01-05,2021-01-04,2026-09-20,A,9999-12-31, ,9999-12-31, 
1396,PS,2022-06-20,2022-06-19,2027-06-03,T,9999-12-31, ,2022-07-01,FP
1397,PA,2021-11-14,2021-11-13,2026-03-20,U,2022-01-24,TR,9999-12-31, 
1398,PA,2022-02-02,2022-02-01,2025-11-14,S,2022-05-08,FA,9999-12-31, 
1399,PV,2022-04-28,2022-04-27,2022-04-30,T,9999-12-31, ,9999-12-31, 
1400,PA,2021-02-11,2021-02-10,2026-01-14,T,2021-04-22,CL,9999-12-31, 
1401,PA,2021-04-19,2021-04-18,2024-02-25,T,2022-04-24,FA,9999-12-31, 
1402,PA,2021-11-22,2021-11-21,2022-10-10,S,2022-06-27,CL,9999-12-31, 
1403,PA,2022-05-10,2022-05-09,2028-09-25,S,2022-05-18,FP,9999-12-31, 
1404,PA,2021-09-20,2021-09-19,2024-12-20,T,2022-06-23,TR,9999-12-31, 
1405,PS,2021-07-04,2021-07-03,2021-08-21,U,9999-12-31, ,2021-12-24,FP
1406,PV,2022-02-27,2022-02-26,2022-07-20,U,9999-12-31, ,9999-12-31, 
1407,PS,2021-06-10,2021-06-09,2023-01-28,U,9999-12-31, ,2021-09-16,CL
1408,PV,2021-10-06,2021-10-05,2026-03-11,A,9999-12-31, ,9999-12-31, 
1409,PA,2021-12-03,2021-12-02,2022-01-09,T,2022-03-05,FP,9999-12-31, 
1410,PS,2022-01-22,2022-01-21,2029-10-12,S,9999-12-31, ,2022-02-15,FP
1411,PV,2021-06-21,2021-06-20,2023-05-18,M,9999-12-31, ,9999-12-31, 
1412,PS,2021-12-22,2021-12-21,2029-12-20,A,9999-12-31, ,2022-03-30,FP
1413,PS,2021-12-13,2021-12-12,2028-11-06,U,9999-12-31, ,2022-04-08,CL
1414,PS,2021-06-01,2021-05-31,2026-06-27,U,9999-12-31, ,2021-12-29,FP
1415,PV,2021-12-29,2021-12-28,2023-08-30,S,9999-12-31, ,9999-12-31, 
1416,PS,2021-06-09,2021-06-08,2027-08-01,A,9999-12-31, ,2022-01-20,FP
1417,PS,2022-05-22,2022-05-21,2028-06-09,A,9999-12-31, ,2022-05-31,FP
1418,PS,2022-02-24,2022-02-23,2026-07-26,M,9999-12-31, ,2022-02-26,FP
1419,PA,2022-04-11,2022-04-10,2023-01-27,S,2022-05-08,FA,9999-12-31, 
1420,PV,2022-01-21,2022-01-20,2025-06-26,U,9999-12-31, ,9999-12-31, 
1421,PV,2021-05-09,2021-05-08,2030-06-03,M,9999-12-31, ,9999-12-31, 
1422,PV,2021-07-23,2021-07-22,2023-03-25,A,9999-12-31, ,9999-12-31, 
1423,PV,2021-01-07,2021-01-06,2022-07-30,U,9999-12-31, ,9999-12-31, 
1424,PA,2020-10-31,2020-10-30,2025-12-19,S,2021-05-29,FA,9999-12-31, 
1425,PS,2022-05-25,2022-05-24,2024-05-04,M,9999-12-31, ,2022-06-27,FP
1426,PS,2021-10-28,2021-10-27,2030-03-25,U,9999-12-31, ,2022-04-01,CL
1427,PS,2021-12-20,2021-12-19,2025-08-15,T,9999-12-31, ,2022-01-02,CL
1428,PA,2021-03-10,2021-03-09,2024-08-23,M,2021-08-05,TR,9999-12-31, 
1429,PA,2021-05-26,2021-05-25,2030-06-06,M,2022-03-26,CL,9999-12-31, 
1430,PS,2022-02-24,2022-02-23,2027-02-02,S,9999-12-31, ,2022-04-08,FP
1431,PS,2022-03-01,2022-02-28,2027-04-20,M,9999-12-31, ,2022-05-01,CL
1432,PA,2022-06-29,2022-06-28,2022-12-27,T,2022-07-02,CL,9999-12-31, 
1433,PS,2021-12-17,2021-12-16,2025-09-23,A,9999-12-31, ,2022-03-11,CL
1434,PA,2021-11-08,2021-11-07,2026-09-20,U,2022-05-22,FP,9999-12-31, 
1435,PS,2022-03-31,2022-03-30,2029-11-28,T,9999-12-31, ,2022-04-16,CL
1436,PS,2022-02-03,2022-02-02,2025-09-30,T,9999-12-31, ,2022-02-14,CL
1437,PV,2022-02-16,2022-02-15,2023-08-15,U,9999-12-31, ,9999-12-31, 
1438,PV,2022-02-16,2022-02-15,2027-06-21,M,9999-12-31, ,9999-12-31, 
1439,PV,2021-02-07,2021-02-06,2023-01-12,A,9999-12-31, ,9999-12-31, 
1440,PA,2022-01-19,2022-01-18,2024-11-29,U,2022-03-28,FP,9999-12-31, 
1441,PV,2021-05-02,2021-05-01,2029-10-04,T,9999-12-31, ,9999-12-31, 
1442,PV,2022-06-19,2022-06-18,2028-08-22,A,9999-12-31, ,9999-12-31, 
1443,PV,2022-04-15,2022-04-14,2028-09-23,M,9999-12-31, ,9999-12-31, 
1444,PV,2022-02-20,2022-02-19,2022-10-22,M,9999-12-31, ,9999-12-31, 
1445,PS,2021-05-18,2021-05-17,2030-01-19,S,9999-12-31, ,2022-06-05,FP
1446,PA,2022-06-07,2022-06-06,2028-03-24,A,2022-06-28,FA,9999-12-31, 
1447,PV,2021-07-04,2021-07-03,2025-10-04,A,9999-12-31, ,9999-12-31, 
1448,PS,2021-01-21,2021-01-20,2022-04-25,A,9999-12-31, ,2022-04-16,FP
1449,PV,2021-11-03,2021-11-02,2024-01-04,A,9999-12-31, ,9999-12-31, 
1450,PS,2020-10-16,2020-10-15,2022-02-23,M,9999-12-31, ,2022-06-12,CL
1451,PA,2021-09-07,2021-09-06,2022-10-06,U,2022-05-07,TR,9999-12-31, 
1452,PS,2021-02-07,2021-02-06,2024-05-13,A,9999-12-31, ,2021-04-28,FP
1453,PS,2021-11-02,2021-11-01,2022-11-14,S,9999-12-31, ,2022-02-20,FP
1454,PV,2021-04-26,2021-04-25,2022-12-18,A,9999-12-31, ,9999-12-31, 
1455,PS,2020-12-02,2020-12-01,2021-12-08,U,9999-12-31, ,2022-01-26,FP
1456,PA,2021-05-15,2021-05-14,2025-11-03,T,2022-01-24,CL,9999-12-31, 
1457,PA,2021-01-12,2021-01-11,2028-05-13,U,2021-08-26,FP,9999-12-31, 
1458,PS,2021-10-14,2021-10-13,2029-11-20,M,9999-12-31, ,2021-12-23,CL
1459,PA,2021-10-05,2021-10-04,2029-04-24,A,2022-03-24,FP,9999-12-31, 
1460,PS,2022-05-31,2022-05-30,2022-09-03,M,9999-12-31, ,2022-06-24,CL
1461,PA,2020-10-12,2020-10-11,2030-04-05,T,2022-01-22,FP,9999-12-31, 
1462,PA,2022-02-25,2022-02-24,2026-05-03,T,2022-06-13,FA,9999-12-31, 
1463,PV,2022-03-11,2022-03-10,2030-02-13,A,9999-12-31, ,9999-12-31, 
1464,PA,2021-09-27,2021-09-26,2026-03-11,S,2021-11-03,CL,9999-12-31, 
1465,PA,2022-04-30,2022-04-29,2025-01-30,M,2022-07-02,FA,9999-12-31, 
1466,PV,2021-04-19,2021-04-18,2025-09-18,M,9999-12-31, ,9999-12-31, 
1467,PV,2021-12-18,2021-12-17,2030-06-19,U,9999-12-31, ,9999-12-31, 
1468,PA,2021-11-21,2021-11-20,2026-11-01,S,2022-02-25,FP,9999-12-31, 
1469,PV,2021-07-30,2021-07-29,2026-09-07,M,9999-12-31, ,9999-12-31, 
1470,PS,2020-11-25,2020-11-24,2023-01-28,M,9999-12-31, ,2021-12-24,FP
1471,PA,2022-02-24,2022-02-23,2026-03-12,M,2022-06-26,TR,9999-12-31, 
1472,PV,2021-12-31,2021-12-30,2027-04-30,M,9999-12-31, ,9999-12-31, 
1473,PA,2020-12-04,2020-12-03,2026-11-01,T,2021-01-24,FA,9999-12-31, 
1474,PA,2021-03-22,2021-03-21,2028-11-28,S,2022-05-05,TR,9999-12-31, 
1475,PA,2022-04-25,2022-04-24,2024-11-07,S,2022-05-19,FA,9999-12-31, 
1476,PS,2022-03-21,2022-03-20,2023-10-01,S,9999-12-31, ,2022-05-22,CL
1477,PV,2022-05-03,2022-05-02,2023-11-12,M,9999-12-31, ,9999-12-31, 
1478,PA,2021-09-15,2021-09-14,2022-07-02,M,2022-01-30,TR,9999-12-31, 
