idsiniestro,idpoliza,fecha_ocurs,fecha_apertura,fecha_cierre,tipo_siniestro,estado
442,447,2021-02-06,2020-12-29,9999-12-31,IN,AB
443,1617,2021-06-03,2021-08-02,2021-09-03,RE,CE
444,1272,2021-12-29,2021-09-15,2022-04-29,RE,CE
445,846,2021-10-25,2021-09-29,2021-09-29,FA,CE
446,1918,2021-02-28,2021-05-19,9999-12-31,RE,AB
447,1530,2021-08-03,2022-05-03,2022-07-03,RE,CE
448,129,2021-09-12,2022-04-06,9999-12-31,IN,AB
449,791,2022-07-05,2020-12-11,2022-03-03,RE,CE
450,1688,2021-12-05,2021-02-03,2021-05-07,RE,CE
451,891,2022-02-17,2021-12-11,9999-12-31,IN,AB
452,437,2022-06-17,2021-10-19,2021-11-29,FA,CE
453,1113,2022-01-22,2022-04-04,2022-04-13,RE,CE
454,189,2022-02-21,2021-08-16,2022-06-13,FA,CE
455,395,2021-12-23,2021-06-12,9999-12-31,IN,AB
456,1255,2022-03-07,2020-11-02,2021-03-04,RE,CE
457,1983,2020-12-26,2022-02-20,2022-03-25,RE,CE
458,1522,2022-06-17,2022-03-30,2022-05-15,RE,CE
459,407,2021-11-10,2022-02-25,2022-05-09,IN,CE
460,241,2022-01-06,2020-11-05,2022-03-17,FA,CE
461,898,2021-10-31,2022-06-11,9999-12-31,IN,AB
462,152,2021-08-06,2021-03-16,9999-12-31,IN,AB
463,646,2021-06-17,2022-05-14,9999-12-31,IN,AB
464,1307,2021-11-25,2020-11-08,9999-12-31,FA,AB
465,731,2022-03-01,2021-10-10,9999-12-31,IN,AB
466,933,2020-11-19,2021-09-08,9999-12-31,FA,AB
467,1297,2021-06-06,2021-07-08,2021-08-30,IN,CE
468,1739,2020-11-19,2022-04-07,2022-05-05,FA,CE
469,267,2022-02-22,2021-11-02,9999-12-31,FA,AB
470,765,2022-05-30,2021-05-13,9999-12-31,FA,AB
471,563,2022-03-02,2021-04-17,2022-06-17,IN,CE
472,1977,2021-03-17,2021-10-30,9999-12-31,IN,AB
473,1557,2021-06-09,2021-10-16,2022-04-11,RE,CE
474,811,2021-06-07,2021-11-09,9999-12-31,IN,AB
475,1223,2021-01-02,2021-08-14,2022-06-09,IN,CE
476,965,2021-12-07,2021-08-16,2021-11-17,FA,CE
477,723,2021-11-05,2021-07-31,2021-10-23,IN,CE
478,1653,2021-05-12,2020-10-15,9999-12-31,RE,AB
479,880,2020-12-12,2021-05-22,2021-06-04,RE,CE
480,905,2021-08-11,2021-07-16,9999-12-31,IN,AB
481,1085,2020-12-16,2022-05-11,9999-12-31,FA,AB
482,1642,2020-12-19,2022-03-28,2022-06-30,IN,CE
483,1528,2021-09-07,2022-04-25,2022-05-31,IN,CE
484,773,2021-03-21,2021-12-01,2022-06-01,IN,CE
485,1878,2020-12-05,2022-03-15,9999-12-31,FA,AB
486,1462,2020-12-09,2022-03-04,9999-12-31,RE,AB
487,756,2021-04-04,2022-02-17,9999-12-31,FA,AB
488,1868,2021-05-20,2021-07-20,2022-02-07,RE,CE
489,1522,2022-03-08,2020-12-11,2022-03-14,IN,CE
490,1419,2022-06-18,2021-01-08,9999-12-31,RE,AB
491,1957,2021-11-24,2022-06-08,2022-06-13,RE,CE
492,1683,2021-11-05,2022-03-14,9999-12-31,RE,AB
493,1415,2021-03-20,2021-09-27,9999-12-31,RE,AB
494,1205,2021-11-29,2021-11-19,9999-12-31,FA,AB
495,725,2021-10-21,2021-11-02,2022-04-23,RE,CE
496,1665,2022-05-03,2022-04-04,9999-12-31,FA,AB
497,1220,2020-12-28,2021-01-30,2021-02-28,FA,CE
498,1385,2021-10-25,2021-09-25,9999-12-31,FA,AB
499,1551,2021-11-28,2022-04-07,2022-06-02,RE,CE
500,666,2020-10-23,2022-06-21,2022-07-01,RE,CE
501,946,2022-03-10,2020-11-27,2021-10-17,FA,CE
502,1498,2022-04-11,2022-06-27,2022-06-30,IN,CE
503,1702,2022-05-26,2021-04-24,2022-06-20,FA,CE
504,269,2021-03-26,2022-04-21,9999-12-31,RE,AB
505,1428,2022-03-15,2021-08-07,9999-12-31,RE,AB
506,1332,2021-03-09,2022-06-22,9999-12-31,FA,AB
507,1632,2021-07-03,2021-07-08,9999-12-31,RE,AB
508,1932,2021-06-16,2021-08-08,9999-12-31,FA,AB
509,916,2020-12-01,2021-07-31,2021-11-19,FA,CE
510,1292,2021-10-09,2020-11-08,9999-12-31,RE,AB
511,62,2021-03-23,2021-12-20,2022-01-27,FA,CE
512,481,2021-08-25,2022-03-19,2022-04-16,RE,CE
513,294,2021-05-21,2020-10-13,9999-12-31,RE,AB
514,406,2021-07-30,2022-03-20,9999-12-31,FA,AB
515,250,2021-09-16,2021-06-14,9999-12-31,RE,AB
516,1850,2022-02-14,2021-05-17,2021-06-09,FA,CE
517,750,2020-10-27,2022-03-10,2022-05-01,FA,CE
518,1596,2022-06-17,2021-03-14,9999-12-31,RE,AB
519,1880,2021-05-06,2022-03-30,9999-12-31,RE,AB
520,486,2022-02-26,2022-03-03,2022-06-02,IN,CE
521,778,2021-03-17,2020-11-22,9999-12-31,RE,AB
522,1247,2021-07-09,2022-02-21,9999-12-31,IN,AB
523,1445,2022-03-11,2021-10-14,2022-03-05,IN,CE
524,517,2020-12-07,2021-03-12,2022-01-13,IN,CE
525,634,2021-04-11,2020-11-04,2021-10-07,RE,CE
526,1864,2022-04-07,2021-04-19,2021-07-30,RE,CE
527,1483,2021-04-23,2021-09-11,2022-04-10,FA,CE
528,631,2021-09-06,2020-12-27,9999-12-31,RE,AB
529,523,2021-07-20,2020-12-25,2021-04-04,FA,CE
530,1408,2021-09-20,2021-05-26,9999-12-31,RE,AB
531,1718,2021-03-30,2021-06-25,2021-10-05,FA,CE
532,1114,2020-12-08,2021-09-30,2022-06-03,IN,CE
533,479,2021-05-02,2021-05-19,9999-12-31,RE,AB
534,1912,2021-06-12,2021-12-17,2022-01-03,IN,CE
535,1153,2021-07-17,2020-10-25,9999-12-31,IN,AB
536,615,2021-10-11,2020-12-29,9999-12-31,FA,AB
537,1029,2021-12-09,2021-06-20,2021-07-01,FA,CE
538,1976,2022-03-04,2021-07-31,2021-09-30,FA,CE
539,111,2020-11-17,2021-04-21,9999-12-31,RE,AB
540,227,2021-03-02,2022-02-01,2022-06-27,IN,CE
541,1156,2020-12-14,2021-11-26,2021-11-27,FA,CE
542,1895,2021-02-02,2022-04-17,9999-12-31,IN,AB
543,59,2021-04-23,2021-09-24,9999-12-31,IN,AB
544,1441,2021-09-15,2020-11-10,9999-12-31,IN,AB
545,1110,2021-03-17,2022-03-17,2022-04-20,FA,CE
546,1768,2021-06-23,2021-12-15,2022-01-16,RE,CE
547,1944,2022-01-07,2022-01-25,9999-12-31,IN,AB
548,1652,2022-02-26,2021-03-24,2022-03-07,FA,CE
549,1852,2022-05-14,2020-12-21,2021-04-09,FA,CE
550,1782,2022-02-20,2021-11-27,9999-12-31,FA,AB
551,92,2021-03-20,2021-08-03,2021-12-05,RE,CE
552,985,2021-07-30,2022-03-30,9999-12-31,IN,AB
553,1671,2022-01-29,2022-02-24,2022-06-07,FA,CE
554,1463,2020-12-15,2021-02-20,9999-12-31,FA,AB
555,734,2022-01-02,2021-05-06,2021-10-01,FA,CE
556,1610,2022-04-22,2021-02-07,2021-04-20,IN,CE
557,41,2021-05-28,2021-08-14,2022-02-03,FA,CE
558,282,2022-01-26,2021-07-19,2022-01-06,FA,CE
559,249,2021-09-01,2022-01-09,9999-12-31,RE,AB
560,1484,2021-11-13,2022-01-04,9999-12-31,IN,AB
561,834,2021-03-04,2021-06-02,9999-12-31,IN,AB
562,701,2021-01-22,2021-01-03,2021-11-27,RE,CE
563,1253,2021-11-02,2022-02-05,9999-12-31,RE,AB
564,1973,2021-12-17,2021-05-11,9999-12-31,IN,AB
565,1899,2021-02-03,2022-06-15,2022-07-05,RE,CE
566,977,2022-02-25,2021-07-17,9999-12-31,FA,AB
567,1673,2022-02-25,2022-01-19,9999-12-31,FA,AB
568,801,2021-11-06,2022-05-26,9999-12-31,RE,AB
569,1485,2022-01-06,2021-01-11,2021-08-09,IN,CE
570,767,2021-12-01,2021-04-14,9999-12-31,FA,AB
571,1933,2022-02-23,2020-11-11,9999-12-31,IN,AB
572,160,2021-05-16,2021-05-22,9999-12-31,FA,AB
573,706,2021-02-12,2021-09-06,9999-12-31,FA,AB
574,494,2021-04-03,2021-01-14,2022-03-18,RE,CE
575,854,2021-04-24,2022-06-26,9999-12-31,FA,AB
576,1900,2022-01-28,2021-02-08,9999-12-31,FA,AB
577,1473,2021-11-28,2021-05-30,2022-01-15,FA,CE
578,752,2021-04-16,2021-01-03,9999-12-31,RE,AB
579,1230,2022-02-03,2020-10-31,9999-12-31,FA,AB
580,1873,2020-11-15,2020-12-09,2021-09-26,FA,CE
581,848,2022-04-12,2022-03-21,9999-12-31,IN,AB
582,1661,2022-05-25,2021-05-01,9999-12-31,RE,AB
583,391,2022-02-01,2022-04-23,9999-12-31,FA,AB
584,736,2021-08-13,2021-09-26,9999-12-31,RE,AB
585,830,2021-09-20,2022-03-30,2022-04-03,FA,CE
586,996,2020-10-17,2022-04-10,9999-12-31,IN,AB
587,1005,2020-10-23,2021-08-28,9999-12-31,IN,AB
588,1381,2021-07-23,2021-08-18,2021-11-17,RE,CE
589,172,2021-05-12,2020-11-22,9999-12-31,IN,AB
590,500,2022-02-11,2021-05-25,9999-12-31,IN,AB
591,329,2021-04-28,2021-12-18,9999-12-31,IN,AB
592,588,2021-09-26,2020-12-15,2021-06-16,IN,CE
593,1691,2020-10-14,2022-04-24,2022-06-24,FA,CE
594,214,2022-02-18,2021-05-25,2021-12-21,RE,CE
595,672,2022-01-06,2020-12-14,2021-07-24,IN,CE
596,1085,2022-01-04,2022-05-16,2022-06-10,RE,CE
597,1236,2022-05-01,2020-11-24,9999-12-31,RE,AB
598,1522,2020-11-04,2021-11-15,9999-12-31,FA,AB
599,179,2021-11-16,2021-09-09,9999-12-31,IN,AB
600,411,2021-05-01,2021-05-11,2022-01-28,IN,CE
601,1671,2021-03-07,2020-10-17,9999-12-31,IN,AB
602,151,2022-01-04,2020-11-27,9999-12-31,IN,AB
603,710,2021-10-31,2021-05-01,9999-12-31,FA,AB
604,1085,2020-12-12,2022-03-20,2022-04-22,IN,CE
605,1525,2021-05-10,2022-03-09,9999-12-31,IN,AB
606,1749,2021-03-10,2021-04-14,2021-06-25,IN,CE
607,475,2020-11-22,2022-03-28,9999-12-31,FA,AB
608,463,2021-03-05,2022-05-25,2022-06-06,RE,CE
609,582,2020-12-01,2020-12-02,9999-12-31,RE,AB
610,924,2021-10-13,2022-04-27,2022-05-23,IN,CE
611,1456,2022-03-29,2022-03-27,9999-12-31,IN,AB
612,579,2022-02-08,2022-01-13,9999-12-31,IN,AB
613,1105,2021-07-11,2020-10-27,2022-06-30,FA,CE
614,1401,2022-06-06,2020-12-29,2021-02-04,FA,CE
615,590,2020-10-25,2021-07-22,9999-12-31,FA,AB
616,700,2021-07-09,2022-05-09,2022-06-30,FA,CE
617,798,2020-10-30,2022-03-05,9999-12-31,FA,AB
618,310,2022-01-15,2020-10-14,2022-05-18,IN,CE
619,1018,2021-10-07,2021-08-19,9999-12-31,RE,AB
620,973,2021-06-21,2022-06-10,9999-12-31,IN,AB
621,266,2020-12-11,2021-09-28,9999-12-31,RE,AB
622,667,2022-05-12,2021-12-07,9999-12-31,FA,AB
623,1571,2021-08-28,2021-01-03,2022-02-02,IN,CE
624,1095,2021-10-23,2021-02-03,2021-03-16,FA,CE
625,276,2022-01-11,2021-11-12,9999-12-31,RE,AB
626,1668,2022-01-11,2021-03-08,2021-11-28,FA,CE
627,1747,2022-02-16,2021-10-12,9999-12-31,IN,AB
628,1391,2021-08-08,2022-06-14,2022-06-22,FA,CE
629,271,2021-08-22,2022-05-28,2022-06-18,RE,CE
630,789,2021-09-18,2021-04-23,2022-05-22,RE,CE
631,455,2021-04-16,2021-08-26,9999-12-31,IN,AB
632,1592,2022-02-13,2021-05-08,9999-12-31,FA,AB
633,1788,2021-09-10,2021-10-19,9999-12-31,FA,AB
634,1517,2021-10-21,2021-04-06,2021-05-13,RE,CE
635,492,2022-01-26,2022-01-08,9999-12-31,FA,AB
636,639,2022-04-01,2021-09-19,9999-12-31,FA,AB
637,1710,2021-05-17,2020-12-19,2021-06-24,FA,CE
638,472,2021-06-14,2021-10-07,9999-12-31,RE,AB
639,380,2022-06-30,2021-07-16,2022-06-14,IN,CE
640,1164,2021-02-06,2021-03-14,2022-03-24,IN,CE
641,189,2022-05-24,2021-04-06,2021-05-15,FA,CE
642,1401,2020-11-08,2021-07-19,2022-06-26,IN,CE
643,1296,2021-12-16,2020-10-20,9999-12-31,FA,AB
644,1736,2021-08-08,2021-02-16,9999-12-31,RE,AB
645,1219,2021-05-01,2022-06-08,2022-06-09,RE,CE
646,41,2021-03-23,2022-06-07,2022-06-20,IN,CE
647,1504,2021-01-02,2021-01-06,2021-09-27,FA,CE
648,1106,2021-05-29,2021-02-14,2022-05-30,FA,CE
649,146,2021-11-04,2022-01-25,9999-12-31,IN,AB
650,825,2022-02-02,2022-07-05,9999-12-31,FA,AB
651,1564,2020-11-05,2020-11-11,2021-02-19,FA,CE
652,525,2021-02-06,2022-02-15,9999-12-31,IN,AB
653,1498,2021-04-25,2022-05-29,9999-12-31,FA,AB
654,1473,2022-07-02,2021-06-17,2022-03-12,FA,CE
655,837,2021-09-17,2022-05-27,2022-06-14,FA,CE
656,449,2022-04-25,2020-10-17,2022-03-20,IN,CE
657,1102,2021-02-02,2021-05-25,2021-12-06,IN,CE
658,1898,2022-05-29,2021-09-23,9999-12-31,IN,AB
659,1243,2020-11-25,2022-05-18,2022-07-02,IN,CE
660,533,2021-10-08,2021-01-25,2022-06-08,IN,CE
661,1459,2022-04-28,2021-01-11,9999-12-31,IN,AB
662,38,2022-03-01,2021-10-02,2022-03-13,FA,CE
663,802,2020-12-06,2021-11-02,2022-04-24,FA,CE
664,118,2022-03-09,2020-12-23,9999-12-31,IN,AB
665,1464,2021-08-30,2020-12-07,9999-12-31,FA,AB
666,1666,2021-07-21,2022-05-21,9999-12-31,FA,AB
667,666,2022-05-24,2021-09-16,2022-02-03,FA,CE
668,1770,2021-11-03,2021-07-27,9999-12-31,FA,AB
669,273,2021-10-05,2020-11-13,9999-12-31,RE,AB
670,455,2021-03-30,2021-06-30,9999-12-31,RE,AB
671,1447,2021-04-13,2021-03-13,9999-12-31,FA,AB
672,1957,2022-03-06,2022-05-11,2022-05-30,RE,CE
673,1711,2021-06-07,2020-12-01,9999-12-31,IN,AB
674,1245,2021-05-12,2021-03-09,9999-12-31,IN,AB
675,437,2022-01-14,2021-05-19,2022-03-13,RE,CE
676,459,2020-12-12,2020-10-23,9999-12-31,FA,AB
677,699,2022-05-31,2022-05-22,2022-06-03,RE,CE
678,813,2021-02-05,2021-12-14,9999-12-31,IN,AB
679,545,2021-02-27,2021-03-26,2021-10-09,IN,CE
680,963,2021-12-05,2021-07-13,2022-05-30,IN,CE
681,1717,2021-05-14,2022-03-12,9999-12-31,IN,AB
682,155,2020-10-19,2020-10-27,2021-02-27,FA,CE
683,1345,2022-03-25,2022-04-16,2022-05-05,FA,CE
684,931,2021-04-20,2021-05-06,9999-12-31,IN,AB
685,601,2021-08-12,2021-08-10,2021-09-08,FA,CE
686,1916,2022-05-11,2022-05-05,2022-06-07,RE,CE
687,1398,2022-06-30,2021-01-31,9999-12-31,FA,AB
688,1034,2020-10-19,2022-04-30,2022-06-30,IN,CE
689,642,2021-05-28,2021-05-27,2022-04-02,RE,CE
690,1629,2021-06-13,2021-04-02,9999-12-31,IN,AB
691,1378,2021-10-04,2021-01-10,2021-05-05,IN,CE
692,958,2022-01-23,2021-01-05,2022-04-26,FA,CE
693,1741,2021-05-23,2021-01-21,9999-12-31,IN,AB
694,892,2021-11-01,2021-06-21,9999-12-31,FA,AB
695,1903,2021-09-05,2022-05-29,9999-12-31,FA,AB
696,585,2021-07-23,2020-12-15,9999-12-31,RE,AB
697,1040,2021-05-11,2021-12-07,2022-04-04,IN,CE
698,1838,2021-04-17,2021-11-12,9999-12-31,RE,AB
699,1798,2020-11-08,2021-04-03,9999-12-31,RE,AB
700,176,2022-04-01,2021-11-22,9999-12-31,FA,AB
701,1542,2022-06-21,2021-12-01,2022-01-15,IN,CE
702,560,2021-05-21,2022-03-06,2022-03-31,FA,CE
703,1311,2020-11-27,2021-09-21,9999-12-31,IN,AB
704,1779,2022-06-13,2021-12-18,9999-12-31,IN,AB
705,1481,2020-10-22,2021-06-30,2022-01-11,FA,CE
706,95,2021-12-19,2021-07-06,2022-02-14,FA,CE
707,1506,2021-01-25,2021-10-02,2022-02-07,RE,CE
708,972,2021-06-16,2022-05-21,2022-06-30,FA,CE
709,1391,2021-10-15,2022-04-14,9999-12-31,IN,AB
710,1440,2021-10-11,2021-04-08,9999-12-31,IN,AB
711,1172,2021-10-04,2022-02-17,2022-02-22,FA,CE
712,1313,2021-10-03,2021-01-03,9999-12-31,IN,AB
713,111,2021-10-01,2020-11-20,2021-04-09,FA,CE
714,321,2020-11-21,2022-02-22,2022-07-01,FA,CE
715,19,2022-01-12,2022-03-30,9999-12-31,RE,AB
716,1285,2021-03-04,2021-07-24,9999-12-31,IN,AB
717,44,2021-08-07,2021-10-23,2022-03-27,RE,CE
718,1500,2022-04-07,2021-04-04,9999-12-31,IN,AB
719,626,2021-11-24,2020-10-19,9999-12-31,RE,AB
720,1240,2022-02-22,2021-10-18,2022-05-02,IN,CE
721,854,2020-12-30,2021-12-28,2022-06-09,FA,CE
722,1882,2021-05-10,2021-02-24,2021-03-06,RE,CE
723,728,2022-02-20,2020-10-24,9999-12-31,IN,AB
724,575,2021-09-12,2021-12-03,2022-03-13,RE,CE
725,838,2021-08-09,2022-03-28,2022-06-19,FA,CE
726,222,2022-01-14,2021-11-13,9999-12-31,RE,AB
727,727,2022-06-30,2021-08-20,9999-12-31,IN,AB
728,230,2021-07-25,2022-04-25,2022-05-10,IN,CE
729,623,2021-07-16,2021-10-18,2022-07-04,IN,CE
730,705,2021-04-06,2022-06-25,9999-12-31,RE,AB
731,1999,2021-05-11,2020-10-20,9999-12-31,IN,AB
732,162,2020-12-12,2022-05-27,2022-06-24,FA,CE
733,1359,2022-01-06,2021-04-13,2022-02-10,FA,CE
734,1169,2021-09-02,2022-01-12,2022-03-02,RE,CE
735,345,2020-12-13,2022-05-08,9999-12-31,IN,AB
736,1314,2022-01-25,2022-06-16,2022-06-16,IN,CE
737,335,2020-11-12,2021-05-04,2021-10-17,FA,CE
738,133,2022-01-14,2022-07-01,9999-12-31,IN,AB
739,852,2021-02-11,2021-08-17,2021-08-23,FA,CE
740,1696,2022-02-12,2021-10-24,9999-12-31,RE,AB
741,229,2022-04-08,2022-02-07,2022-04-21,FA,CE
742,1711,2021-09-20,2022-03-18,2022-03-27,FA,CE
743,1688,2021-08-10,2021-12-03,9999-12-31,RE,AB
744,1136,2022-04-05,2020-12-15,2021-05-05,RE,CE
745,1134,2022-01-08,2022-02-26,9999-12-31,RE,AB
746,619,2022-06-04,2020-12-07,9999-12-31,IN,AB
747,1277,2021-09-17,2021-07-09,2022-02-14,IN,CE
748,1988,2021-09-08,2021-07-01,2022-01-16,RE,CE
749,587,2021-07-08,2022-07-03,2022-07-05,RE,CE
750,1302,2022-02-16,2021-12-16,2022-05-16,FA,CE
751,1714,2021-08-03,2021-05-30,2021-09-01,IN,CE
752,581,2022-05-07,2021-08-29,2021-12-29,IN,CE
753,364,2022-03-09,2020-10-18,9999-12-31,FA,AB
754,1453,2021-02-19,2022-03-03,9999-12-31,FA,AB
755,1696,2021-08-09,2022-01-01,2022-02-01,FA,CE
756,210,2022-05-18,2021-01-28,9999-12-31,FA,AB
757,309,2022-01-01,2021-05-03,2021-07-09,FA,CE
758,899,2021-02-13,2022-02-09,9999-12-31,RE,AB
759,618,2022-01-26,2021-09-27,9999-12-31,IN,AB
760,587,2022-03-26,2021-12-18,2022-04-18,RE,CE
761,315,2022-05-01,2021-11-17,9999-12-31,FA,AB
762,1529,2021-09-28,2022-04-29,9999-12-31,IN,AB
763,1080,2022-03-26,2020-12-24,2021-09-04,FA,CE
764,118,2021-04-10,2021-12-29,2022-05-09,IN,CE
765,798,2022-06-29,2021-12-04,2022-05-09,RE,CE
766,1847,2022-02-09,2021-09-04,2021-09-09,IN,CE
767,1197,2021-08-10,2022-04-08,2022-05-16,RE,CE
768,149,2021-08-10,2021-12-01,9999-12-31,FA,AB
769,697,2022-06-12,2021-10-11,9999-12-31,FA,AB
770,646,2022-03-02,2022-04-14,9999-12-31,FA,AB
771,1073,2020-10-12,2021-11-02,9999-12-31,IN,AB
772,833,2022-04-05,2022-02-07,9999-12-31,IN,AB
773,892,2021-11-06,2021-08-02,2022-04-29,RE,CE
774,74,2022-02-02,2021-01-13,2022-05-01,FA,CE
775,1643,2022-06-23,2022-03-09,9999-12-31,RE,AB
776,96,2020-12-13,2020-11-05,2022-04-07,FA,CE
777,1791,2021-08-09,2022-05-25,9999-12-31,FA,AB
778,1305,2022-05-15,2021-02-04,2022-02-17,IN,CE
779,701,2021-04-09,2022-03-08,9999-12-31,FA,AB
780,1703,2021-07-12,2021-06-27,9999-12-31,FA,AB
781,445,2020-12-16,2022-05-08,2022-06-24,RE,CE
782,1000,2020-10-31,2021-09-12,2022-06-02,FA,CE
783,370,2022-02-25,2022-01-28,2022-06-19,RE,CE
784,258,2021-03-23,2021-08-12,2022-06-30,RE,CE
785,343,2020-11-16,2020-11-18,9999-12-31,IN,AB
786,732,2020-11-13,2021-01-01,2022-02-05,RE,CE
787,1251,2021-01-22,2022-05-20,2022-06-10,RE,CE
788,1620,2020-10-22,2022-01-26,9999-12-31,IN,AB
789,607,2021-09-26,2022-03-09,2022-06-30,RE,CE
790,596,2022-05-03,2022-03-08,2022-06-12,FA,CE
791,297,2022-03-27,2022-01-19,2022-03-11,RE,CE
792,1753,2022-02-24,2021-03-10,2021-11-29,IN,CE
793,1631,2021-07-17,2022-01-16,9999-12-31,IN,AB
794,1624,2021-01-19,2020-11-28,9999-12-31,RE,AB
795,1734,2022-06-02,2021-11-10,9999-12-31,IN,AB
796,1344,2021-01-17,2021-09-12,9999-12-31,RE,AB
797,150,2021-02-15,2020-10-12,2021-09-20,FA,CE
798,1456,2021-12-01,2021-04-04,2021-08-20,IN,CE
799,1573,2021-08-15,2022-04-20,2022-06-20,RE,CE
800,1742,2021-03-03,2022-03-25,9999-12-31,RE,AB
801,1425,2021-06-26,2021-11-26,2022-03-13,FA,CE
802,180,2021-02-26,2021-10-28,9999-12-31,RE,AB
803,1384,2021-10-03,2021-08-27,9999-12-31,IN,AB
804,1158,2021-04-26,2020-12-23,9999-12-31,IN,AB
805,1996,2022-06-01,2021-01-30,2022-05-29,RE,CE
806,1613,2021-01-05,2021-12-29,2022-05-01,RE,CE
807,884,2022-01-04,2021-01-08,2021-10-19,FA,CE
808,573,2021-09-19,2021-09-03,9999-12-31,FA,AB
809,1184,2022-02-06,2020-11-06,2021-10-31,IN,CE
810,1670,2021-07-26,2022-02-20,9999-12-31,FA,AB
811,963,2021-07-05,2021-03-20,9999-12-31,FA,AB
812,1236,2022-02-09,2022-04-10,9999-12-31,FA,AB
813,1835,2021-10-30,2021-05-01,2022-06-02,RE,CE
814,478,2022-02-11,2021-12-04,9999-12-31,RE,AB
815,747,2021-11-26,2021-09-08,2022-01-18,RE,CE
816,443,2021-09-22,2020-11-07,2021-02-26,RE,CE
817,181,2022-05-20,2020-11-03,2021-09-10,RE,CE
818,1532,2021-01-12,2021-08-08,9999-12-31,FA,AB
819,464,2021-02-26,2021-11-05,2022-05-21,IN,CE
820,121,2021-05-23,2022-06-09,9999-12-31,FA,AB
821,1648,2022-06-10,2020-11-02,9999-12-31,FA,AB
822,1905,2022-04-18,2022-03-23,2022-05-04,RE,CE
823,729,2020-11-12,2022-06-01,9999-12-31,FA,AB
824,1655,2021-03-10,2022-04-10,2022-06-04,FA,CE
825,656,2021-05-12,2020-11-23,9999-12-31,IN,AB
826,1420,2021-03-20,2020-11-27,9999-12-31,FA,AB
827,999,2021-08-23,2021-10-04,9999-12-31,FA,AB
828,15,2021-10-11,2020-12-31,2022-05-21,IN,CE
829,406,2022-05-03,2022-02-25,9999-12-31,RE,AB
830,1196,2021-12-31,2022-05-04,9999-12-31,FA,AB
831,758,2022-02-03,2021-01-28,9999-12-31,FA,AB
832,447,2022-06-23,2021-03-31,2022-03-01,RE,CE
833,37,2021-09-05,2022-04-03,2022-04-09,RE,CE
834,16,2021-07-28,2021-06-01,9999-12-31,RE,AB
835,333,2021-02-20,2022-03-13,2022-07-05,RE,CE
836,1276,2020-10-30,2022-02-05,9999-12-31,IN,AB
837,1791,2021-01-17,2021-09-02,2022-03-02,IN,CE
838,376,2021-06-09,2022-01-24,9999-12-31,IN,AB
839,1333,2021-11-25,2022-03-30,2022-05-19,FA,CE
840,234,2021-10-30,2021-02-24,2022-03-12,RE,CE
841,1136,2022-02-22,2022-01-23,2022-04-20,IN,CE
842,1767,2022-02-09,2021-05-18,9999-12-31,RE,AB
843,112,2021-04-12,2022-03-26,2022-06-19,RE,CE
844,1070,2022-06-17,2021-02-17,2022-01-25,RE,CE
845,1591,2022-04-28,2021-09-03,2021-10-07,FA,CE
846,1479,2020-11-28,2021-09-08,2022-06-28,FA,CE
847,838,2022-04-11,2020-12-24,9999-12-31,FA,AB
848,1368,2021-09-09,2021-03-03,9999-12-31,IN,AB
849,1858,2021-01-18,2021-09-25,9999-12-31,RE,AB
850,1308,2021-11-03,2021-03-30,2021-11-26,IN,CE
851,1979,2022-02-27,2020-11-26,2020-12-01,IN,CE
852,1479,2021-01-18,2020-11-02,9999-12-31,FA,AB
853,1580,2021-07-17,2020-12-30,9999-12-31,RE,AB
854,1363,2021-06-18,2021-02-08,9999-12-31,FA,AB
855,494,2021-08-09,2021-03-02,2022-02-20,FA,CE
856,1496,2022-04-23,2021-05-18,2022-05-10,RE,CE
857,1712,2021-06-26,2021-05-19,2022-02-09,RE,CE
858,269,2021-01-14,2021-01-18,9999-12-31,IN,AB
859,1405,2020-10-24,2020-10-22,2022-04-15,FA,CE
860,24,2022-01-03,2021-03-02,9999-12-31,IN,AB
861,649,2020-11-25,2022-01-13,2022-06-11,FA,CE
862,1059,2022-03-25,2021-12-11,2022-01-19,RE,CE
863,706,2021-06-26,2022-01-01,9999-12-31,IN,AB
864,716,2022-01-26,2021-09-10,2022-03-28,IN,CE
865,1008,2021-12-03,2021-12-26,2022-02-18,IN,CE
866,1187,2022-06-14,2022-05-24,2022-05-25,FA,CE
867,1040,2022-01-13,2022-04-29,2022-05-07,IN,CE
868,641,2021-06-21,2021-07-01,9999-12-31,RE,AB
869,845,2020-12-18,2022-02-14,2022-07-01,FA,CE
870,320,2021-01-07,2021-11-13,9999-12-31,IN,AB
871,61,2021-04-18,2021-05-13,2021-08-15,FA,CE
872,14,2021-07-12,2021-07-21,2021-08-28,FA,CE
873,1817,2021-11-23,2021-01-17,2022-03-26,RE,CE
874,236,2021-04-12,2021-12-28,9999-12-31,FA,AB
875,759,2021-05-31,2021-08-23,2022-04-30,FA,CE
876,1712,2021-04-23,2021-09-12,2022-05-28,RE,CE
877,1456,2021-01-27,2021-01-30,9999-12-31,IN,AB
878,1775,2021-08-11,2021-01-24,9999-12-31,RE,AB
879,1427,2022-07-01,2022-01-24,2022-06-21,FA,CE
880,363,2021-10-23,2021-11-19,9999-12-31,IN,AB
881,1896,2021-07-20,2021-05-31,9999-12-31,IN,AB
882,311,2021-08-28,2022-03-10,9999-12-31,FA,AB
883,1046,2022-01-25,2021-02-04,2021-12-29,IN,CE
